Offense.Code,Offense.Category,Offense.Description,Offense.Level
13148,245(A)(3),ASLT W/MACHINEGUN ON PRSN,F
13217,245(A)(4),ADW/FORCE:POSSIBLE GBI,F
13218,245(A)(4),ADW/FORCE:POSSIBLE GBI,M
13163,245(B),ASLT PRSN:SEMIAUTO F/ARM,F
13132,245(C),ADW NOT F/ARM:PO/FIRE:GBI,F
13133,245(D)(1),ASLT PO W/FIREARM,F
13164,245(D)(2),ASLT:SEMIAUTO F/ARM:PO/FF,F
13143,245(D)(3),ASLT PO W/MACHINEGUN/ETC,F
13116,245.2,ADW TRANSP PRSNL/ETC,F
13105,245.3,ADW ON CUSTODIAL OFF:GBI,F
13139,245.5(A),ADW/GBI SCHL EMP:NO F/ARM,F
13140,245.5(B),ASLT SCHOOL EMP W/FIREARM,F
13141,245.5(C),ASLT SCH EMP W/STUN GUN,F
13228,245.5(C),ASSLT SCHL EMP W/STUN GUN,M
66155,245.6(C),HAZING:WITHOUT SBI,M
66156,245.6(D),HAZING:RESULTS DEATH/SBI,F
66157,245.6(D),HAZING:RESULT DEATH/SBI,M
13106,246,SHOOT:INHAB DWELL/VEH/ETC,F
13193,246,SHOOT:INHAB DWELL/VEH/ETC,M
52176,246.3,ILL FIREARM DISCH W/NEGL,F
52295,246.3,SHOOT FIREARM NEGLIGENTLY,M
52387,246.3(A),WIL DISCH F/ARM W/GRS NEG,F
52388,246.3(A),WIL DISCH F/ARM W/GRS NEG,M
52389,246.3(B),DISCH BB DEVICE:GRS NEGL,M
13147,247(A),SHOOT AT UNOCC AIRCRAFT,F
13156,247(B),SHOOT UNOC DWELL/VEH/ETC,F
13160,247.5,DSCHRG LASER:OCC AIRCRAFT,F
13189,247.5,DISCH LASER:OCC AIRCRAFT,M
13186,248,IMPAIR AIRCRAFT:LIGHT/ETC,M
11054,261(A)(1),RAPE:VICT INCPBL OF CNSNT,F
11055,261(A)(2),RAPE BY FORCE/FEAR/ETC,F
11056,261(A)(3),RAPE OF DRUGGED VICTIM,F
11057,261(A)(4),RAPE:VICT UNCONSC OF ACT,F
11085,261(A)(4)(A),RAPE:VICT UNCONSCIOUS,F
11086,261(A)(4)(B),RAPE:VICTIM NOT AWARE,F
11087,261(A)(4)(C),RAPE:VICTIM OF PERP FRAUD,F
11088,261(A)(4)(D),RAPE:VIC UNAWR:FRAUD MISR,F
11058,261(A)(5),RAPE:VICT THINKS SPOUSE,F
11103,261(A)(5),RAPE:VICT KNOWS PERSON,F
11059,261(A)(6),RAPE:THREAT RETALIATION,F
11060,261(A)(7),RAPE:THREAT:AUTH:ARST/ETC,F
36091,261.5(A),SEX INTERCOURSE W/MNR -18,F
36094,261.5(B),SEX W/MINOR:+ OR - 3 YRS,M
36093,261.5(C),SEX W/MINOR:3+ YRS YOUNGR,F
36096,261.5(C),SEX W/MINOR:SPEC CIRC,M
36092,261.5(D),SEX W/MNR:PERP 21+ VIC-16,F
36095,261.5(D),SEX W/MINOR -16:PERP 21+,M
11062,262(A)(1),RAPE SPOUSE BY FORCE/ETC,F
11067,262(A)(2),RAPE SPOUSE UND C/SUB/ETC,F
11070,262(A)(3),RAPE:SPOUSE UNCON OF ACT,F
11071,262(A)(4),RAPE SPOUS:THRET RETALIAT,F
11072,262(A)(5),RAPE SPOUS:THRET:ARST/ETC,F
11104,264(C)(1),RAPE:UPON CHILD-14 YRS,F
11105,264(C)(2),RAPE:MINOR 14+ YEARS,F
11018,264.1,RAPE/ETC:CNCRT FORCE/VIOL,F
11097,264.1(A),RAPE/ETC:CNCRT FORCE/VIOL,F
11098,264.1(B)(1),RAPE:CNCRT/FORCE:CHILD-14,F
11099,264.1(B)(2),RAPE:CNCRT/FORCE:MNR 14+,F
10007,265,ABDUCT WOMEN FOR MARRIAGE,F
40004,266,ENTICE MIN FEM: PROSTITU,F
40049,266,ENTICE MINOR FEM:PROSTITU,M
40055,266,ENTICE MNR FOR PROST/ETC,M
40056,266,ENTICE MNR FOR PROST/ETC,F
40005,266A,TAKE PRSN TO PROSTITUTE,F
11019,266B,TAKE PRSN FOR ILLICIT REL,F
36078,266C,NDUCE SEX/ACT:FLS REP/ETC,F
36248,266C,NDUCE SEX/ACT:FLS REP/ETC,M
40024,266D,RECEIVE MONEY:COHAB PLCMT,F
40007,266E,PAY FOR PROSTITUTION/ETC,F
40008,266F,PANDER:IMMORAL PURPOSE,F
40009,266G,PLACE WIFE IN BROTHEL,F
40030,266H(A),PIMPING,F
40042,266H(B)(1),PIMPING:PROSTITUTE 16+,F
40043,266H(B)(2),PIMPING:PROSTITUTE -16,F
40033,266I(A),PANDERING,F
40039,266I(A)(1),PANDER:PROCR PRSN F/PROST,F
40037,266I(A)(2),PANDER PRSN F/PROST:THRET,F
40038,266I(A)(3),PANDER:PROCR PLACE F/PRST,F
40050,266I(A)(4),PANDER ENCRG PLACE PROST,F
40051,266I(A)(5),PANDER ABS POWER F/PROST,F
40052,266I(A)(6),PANDER RCV MNY PRCR PROST,F
40044,266I(B)(1),PANDERING:OTHR PERSON 16+,F
40045,266I(B)(2),PANDERING:OTHR PERSON -16,F
37042,266J,PROCURE CHILD UND 16 L&L,F
40012,267,ABDUCT MNR TO PROSTITUTE,F
11079,269,AGG SEXUAL ASLT OF CHILD,F
11066,269(A)(1),AGG SEX ASLT:MNR:FRCE/ETC,F
11080,269(A)(2),AGG SEX ASLT:MNR:264.1PC,F
11077,269(A)(3),AGG SEX ASLT:MNR:SDMY/ETC,F
11074,269(A)(4),AGG SEX ASLT:MNR:ORAL/ETC,F
11069,269(A)(5),AGG SEX ASLT:MNR:FRGN OBJ,F
38004,270,FAILURE TO PROVIDE,M
38026,270,FAIL PROVIDE AFTR AJUDCTN,F
38079,270.1(A),PARENT:CHRONIC TRUANT:ATT,M
38065,270.5(A),PARNT RFUSE MNR SHLTR/ETC,M
50152,270.6,VIOL CRT ORD:SPOUSE SUPRT,M
38023,270A,FAIL PROVIDE FOR SPOUSE,M
38006,270C,FAIL PROVIDE FOR PARENTS,M
38007,271,DES W/INT TO ABANDON -14,F
38086,271,DSRT W/INT TO ABANDON -14,M
38008,271A,ABANDON CHILD UNDER 14,F
38071,271A,ABANDON CHILD UNDER 14YRS,M
43004,272,CONTRIB TO DELINQ OF MINR,M
43042,272(A)(1),CONTRIB DELINQUENCY MINOR,M
43043,272(B)(1),CDM:ADULT STRNGR LURE MNR,M
43048,272(B)(1),CDM ADLT STRNGR LR MNR-14,I
38021,273(A),ILLEGAL PAY FOR ADOPTION,M
38056,273(C)(1),REC BENE:INCOMPLET ADOPTN,M
38054,273(D),MULTIPLE PAY:ADOPTION,M
38025,273.5,INFLICT CRPL INJ SP/COHAB,F
38028,273.5(A),INF CORP INJ:SPOUSE/COHAB,F
38064,273.5(A),CORP INJ ON SPOUSE/COHAB,M
38080,273.5(A),CRPL INJ:SPOUS/COHAB/DATE,F
38081,273.5(A),CRPL INJ:SPOUS/COHAB/DATE,M
38082,273.5(F)(1),INF INJ:SPS/ETC W/PR ASLT,F
38083,273.5(F)(1),INF INJ:SPS/ETC W/PR ASLT,M
38084,273.5(F)(2),INF INJ:SPS W/PR SPS BAT,M
38085,273.5(F)(2),INF INJ:SPS W/PR SPS BAT,F
50084,273.6(A),VIO ORD:PREVNT DOMES VIOL,M
50114,273.6(B),VIO DOM VIO CRT ORD:P/INJ,M
50096,273.6(D),DOMESTIC VIOLENCE W/PR,F
50146,273.6(D),DOMESTIC VIOLENCE W/PRIOR,M
50172,273.6(E),DSOBEY DOM REL CRT ORD/PR,F
50173,273.6(E),DSOBEY DOM REL CRT ORD/PR,M
38072,273.65(A),VIOL PROTECTIVE ORDER:MNR,M
38087,273.65(B),VIOL PROT ORD MNR W/INJ,M
50115,273.7(A),DISCLS LOC DOM VIOL SHLTR,M
38010,273A,WILLFUL CRUELTY TO CHILD,M
38061,273A(A),CHILD CRUELTY:POS INJ/DTH,F
38067,273A(A),CRUEL TO CHLD:POS INJ/DTH,M
38059,273A(B),WILLFUL CRUELTY TO CHILD,M
38060,273AB,ASAULT CHILD -8:GBI:DEATH,F
38077,273AB(A),ASSULT CHILD -8:GBI:DEATH,F
38078,273AB(B),ASLT CHILD-8:GBI:PERM INJ,F
38024,273D,INFLICT INJURY ON CHILD,F
38058,273D(A),INFLICT INJ/ETC ON CHILD,F
38070,273D(A),INFLICT INJ/ETC ON CHILD,M
43005,273E,MINOR IN IMPROPER PLACE,M
43006,273F,MINOR IN IMMORAL PLACE,M
43007,273G,IMMORAL ACTS BEFORE CHILD,M
43045,273I(A),PUBLISH INFO DEPICT CHILD,M
38051,277,DEPRIVE RIGHT OF CUSTODY,F
10008,278,CHILD STEALING,F
10030,278,CHILD STEALING,M
38030,278.5,VIOLATION CUSTODY DECREE,M
38043,278.5,VIOLATION CUSTODY DECREE,F
38066,278.5(A),DEPRIVE RIGHTS:CUST/VISIT,F
38088,278.5(A),VIOLATION CUSTODY DECREE,F
38044,280(A),CONC/ETC ADOPTBL CHILD:CA,M
38045,280(B),CNCL/ETC ADOPT CHLD:O-O-S,F
38089,280(B),CONCL ADPTBL CHILD OOS,M
38055,281(A),BIGAMY,F
38090,281(A),BIGAMY,M
38016,284,MARRY SPOUSE OF ANOTHER,F
36009,285,INCEST,F
36052,286(A),SODOMY,F
36041,286(B)(1),SODOMY:PERSON UNDER 18,F
36249,286(B)(1),SODOMY W/PERSON UNDER 18,M
36042,286(B)(2),SODOMY:PERSON UNDER 16,F
36043,286(C),SODOMY:UNDER 14 OR W/FORC,F
36270,286(C),SODOMY W/MNR UNDER 14 YRS,F
36271,286(C),SODOMY WITH FORCE,F
36143,286(C)(1),SODOMY:PERSON UNDER 14,F
36146,286(C)(2),SODOMY:USE FORCE/INJURY,F
36272,286(C)(2),PRIOR CODE:SDMY W/MNR-14,F
36273,286(C)(2),PRIOR CODE:SODOMY W/FORCE,F
36283,286(C)(2)(A),SODOMY BY FORCE/VIOL/FEAR,F
36284,286(C)(2)(B),SODOMY BY FORCE/VIOL -14,F
36285,286(C)(2)(C),SODOMY BY FORCE/VIOL +14,F
36152,286(C)(3),SODOMY BY THREAT,F
36044,286(D),SODOMY IN CONCERT W/FORCE,F
36286,286(D)(1),SODOMY IN CONCERT W/FORCE,F
36045,286(E),SDMY:WHILE IN PRISON/JAIL,F
36250,286(E),SDMY:WHILE IN PRISON/JAIL,M
36061,286(F),SODOMY:VICT UNCONS OF ACT,F
36251,286(F)(1),SODOMY:VIC UNCONSC/ASLEEP,F
36252,286(F)(2),SODOMY:VICTIM NOT AWARE,F
36253,286(F)(3),SDMY:VIC UNAWARE:PERP FRD,F
36254,286(F)(4),SDMY:VIC UNAWRE:PRO PURP,F
36062,286(G),SDMY:VICT INCAPBL:CONSENT,F
36103,286(H),SDMY:VIC/DEF IN MNTL INST,F
36255,286(H),SDMY:VIC/DEF IN MNTL INST,M
36087,286(I),SODOMY:NO OK:VICT DRUGGED,F
36120,286(J),SOD:VIC THINKS ITS SPOUSE,F
36290,286(J),SODOMY:VICT KNOWS PERSON,F
36099,286(K),SOD:AUTH THRET AREST/DPRT,F
11026,286.5,SEXUAL ASSAULT ON ANIMAL,M
11107,286.5(A),SEXUAL CONTACT W/ANIMAL,M
36298,287(B)(1),ORAL COPULATION:-18 YRS,F
36299,287(B)(1),ORAL COPULATION:-18 YRS,M
36300,287(B)(2),ORAL COPULATION:-16 YRS,F
36301,287(C)(1),ORAL COPULATION:-14 YRS,F
36302,287(C)(2)(A),ORAL COP:USE FORCE/INJURY,F
36303,287(C)(2)(B),ORAL COP:-14 FORCE/INJURY,F
36304,287(C)(2)(C),ORAL COP:14+ FORCE/INJURY,F
36305,287(C)(3),ORAL COP:THREAT RETALIATE,F
36306,287(D)(1)(A),ORAL COP IN CONCRT W/FORC,F
36307,287(D)(1)(B),ORAL COP CONCERT:THREAT,F
36308,287(D)(1)(C),ORAL COP CNCRT:VIC INCAPB,F
36309,287(D)(2),ORAL COP:CONCRT:FORCE -14,F
39310,287(D)(3),ORAL COP:CONCRT:FORCE 14+,F
36311,287(E),ORAL COP:IN PRISON/JAIL,F
36312,287(E),ORAL COP:IN PRISON/JAIL,M
36313,287(F),ORAL COP:VIC UNCON OF ACT,F
36320,287(F)(1),ORAL COP:VIC UNCON/ASLEEP,F
36321,287(F)(2),ORAL COP:VIC UNAWARE,F
36322,287(F)(3),ORAL COP:PERP FRAUD,F
36323,287(F)(4),ORAL COP:FRAUD PROF PURP,F
36314,287(G),ORAL COP:VIC INCAP CONSNT,F
36315,287(H),ORAL COP:VIC IN STATE HOS,F
36316,287(H),ORAL COP:VIC IN STATE HOS,M
36317,287(I),ORAL COP:VICTIM INTOX/ETC,F
36318,287(J),ORAL COP:BY IMPERSONATION,F
36319,287(K),ORAL COP:THRT ARR/DEPORT,F
36055,288(A),L&L W/CHILD UNDER 14,F
36109,288(B)(1),L&L W/CHILD -14:FORCE/ETC,F
36110,288(B)(2),CTAKR L&L DEP ADL:FRC/ETC,F
36111,288(C)(1),L&L ACTS W/CHILD:AGE SPEC,F
36150,288(C)(1),L&L ACTS W/CHILD:AGE SPEC,M
36112,288(C)(2),L&L W/DEP ADLT BY CARETKR,F
36151,288(C)(2),L&L W/DEP ADLT BY CARETKR,M
37044,288.2(A),HARMF MATR SENT:SDUCE MNR,F
37069,288.2(A),SEND/ETC HRMFL:MNR:SEDUCE,M
37103,288.2(A)(1),HRMF MAT SENT:SEX INT MNR,F
37104,288.2(A)(1),HRMF MAT SENT:SEX INT MNR,M
37105,288.2(A)(2),HRMFL MAT SENT:SEDUCE MNR,F
37106,288.2(A)(2),HRMFL MAT SENT:SEDUCE MNR,M
37072,288.2(B),HARMFUL MAT:EMAIL/ETC:MNR,F
37073,288.2(B),HARMFL MAT:EMAIL/ETC:MNR,F
37074,288.2(B),HARMF MAT:EMAIL/ETC:MNR,M
37085,288.3,CONTACT MNR W/INTENT SEX,F
37096,288.3,CONT MNR W/INT SEX:290.46,M
37086,288.3(A),CONTACT MNR W/INTENT SEX,F
37097,288.3(A),CONT MNR W/INT SEX:290.46,M
37098,288.4,CONTACT MNR W/INTENT SEX,M
37099,288.4,CONTACT MNR W/INTENT SEX,F
36212,288.4(A)(1),ARRANGE MTG W/MINOR,M
36213,288.4(A)(2),SX OFF W/PRIOR ARANGE MTG,F
36214,288.4(B),ARRANGE/GO TO MTG W/MINOR,F
36084,288.5(A),CONT SEX ABUSE OF CHILD,F
36172,288.7(A),SDMY:VICTIM UNDER 10YRS,F
36173,288.7(B),ORAL COP:VICT UNDER 10YRS,F
36012,288A,ORAL COPULATION,F
36053,288A(A),ORAL COPULATION,F
36054,288A(B),ORAL COPULATION,F
36046,288A(B)(1),ORAL COP:PERSON UNDER 18,F
36138,288A(B)(1),ORAL COP:PERSON UNDER 18,M
36047,288A(B)(2),ORAL COP:PERSON UNDER 16,F
36048,288A(C),ORL COP:-14/ETC O/FRC/ETC,F
36274,288A(C),ORAL COP W/MNR UNDER 14YR,F
36275,288A(C),ORAL COP BY FORCE/FEAR,F
36136,288A(C)(1),ORAL COP:PERSON -14YR/ETC,F
36147,288A(C)(2),ORAL COP:USE FORCE/INJURY,F
36294,288A(C)(2)(B),ORAL COP:-14 W/FRCE INJRY,F
36148,288A(C)(3),ORAL COP:THREAT RETALIATE,F
36050,288A(D),ORAL COP:CONCERT:FORC/ETC,F
36080,288A(D)(1),ORAL COP IN CONCRT W/FORC,F
36097,288A(D)(2),ORAL COP:CNCRT:THREAT:RET,F
36117,288A(D)(3),ORL COP:CNCRT:VIC INCAPBL,F
36051,288A(E),ORAL COP:IN PRISON,F
36149,288A(E),ORAL COP:IN PRISON/JAIL,M
36060,288A(F),ORAL COP:VIC UNCON OF ACT,F
36153,288A(F)(1),ORAL COP:VIC UNCON/ASLEEP,F
36154,288A(F)(2),ORAL COP:VIC UNAWARE,F
36155,288A(F)(3),ORAL COP:PERP FRAUD,F
36156,288A(F)(4),ORAL COP:FRAUD PROF PURP,F
36063,288A(G),ORAL COP:VICT INCAP CNSNT,F
36088,288A(H),ORL COP:VIC/DEF IN ST HOS,F
36256,288A(H),ORAL COP:VIC IN STATE HOS,M
36070,288A(I),ORAL COP:VICTIM INTOX/ETC,F
36118,288A(J),ORL COP:VIC THINKS SPOUSE,F
36081,288A(K),ORAL COP:THRT:ARST/DEPORT,F
11075,289(A)(1),SEX PENETRATION:FORCE/ETC,F
11100,289(A)(1)(A),SEX PENETRATION:FORCE/ETC,F
11101,289(A)(1)(B),SEX PENTRATION FORCE/ETC,F
11102,289(A)(1)(C),SEX PENTRATION FORCE/ETC,F
11076,289(A)(2),SEX PEN:THRET RETALIATION,F
36064,289(B),SEX/P FRGN OBJ/ETC:INCAPB,F
36079,289(C),F/OBJ/ETC:VIC/DEF:MENTAL,F
36257,289(C),SEX PEN:NO CNSENT:MENTAL,M
36071,289(D),PEN:F/OBJ/ETC:VIC UNAWARE,F
36126,289(D)(1),PEN:F/OBJ/ETC:VIC UNCONS,F
36157,289(D)(2),SEX/P:VIC UNAWARE ACT OCC,F
36158,289(D)(3),SEX PEN:PERP FRAUD,F
36159,289(D)(4),SEX PEN:FRAUD MISREP,F
36072,289(E),PEN:F/OBJ/ETC:VIC DRG/ETC,F
36098,289(F),PEN:F/OBJ/ETC:BELEV SPOUS,F
36089,289(G),SEX F/OBJ/ETC:AREST THRET,F
36073,289(H),SEX:FRGN OBJ/ETC:VIC -18,F
36258,289(H),SEX PENETRATION:VIC -18YR,M
36074,289(I),SEX PEN F/OBJ/ETC:VIC -16,F
36075,289(J),SEX PEN:F/OBJ/ETC:VIC -14,F
36324,289.5(A),FLEE TO CA TO AVD SEX OFF,M
36101,289.6(A),EMP:HAV SEX:CONF CONS ADL,M
36102,289.6(A),EMP:SEX:CONF CONS ADLT:PR,F
36134,289.6(A),SEX:EMP/ETC CONF CONS ADL,F
36142,289.6(A)(2),SEX:EMP/ETC CNF/DTENT FAC,F
36325,289.6(A)(2),OFCR SEX W/CONF CONS ADLT,M
36244,289.6(A)(3),ENGAGING SEX ACT W/INMATE,M
36326,289.6(A)(3),EMPLOYEE SEX ACT W/INMATE,F
36259,290,FAIL TO REG AS SEX OFFNDR,F
89005,290,REGISTRATION OF SEX OFNDR,X
36085,290(A),SEX OFFENDER FAIL TO REG,M
36129,290(A)(1)(A),FAIL REG/CHG ADD:SEX OFF,M
36130,290(A)(1)(A),FT/REG/ETC:FEL SEX OFF/PR,F
36169,290(A)(1)(B),REG FAIL RPT CONCURNT ADD,M
36170,290(A)(1)(B),REG FAIL RPT CONCURNT ADD,F
36137,290(A)(1)(C),TRANSNT SEX OFF FAIL UPD,M
36168,290(A)(1)(C),TRANSNT SEX OFF FAIL UPD,F
36139,290(A)(1)(D),F/REG/SEX OFF:ANNUAL UPD,M
36140,290(A)(1)(D),F/REG/SEX OFF:ANNUAL UPD,F
36189,290(A)(1)(E),290 VIOL SVP 90 DY UPDTE,F
36190,290(A)(1)(E),290 VIOL SVP 90 DY UPDTE,M
36191,290(A)(1)(G),290 VIOL OOS WK/STU IN CA,F
36192,290(A)(1)(G),290 VIOL OOS WK/STU IN CA,M
89105,290(A)(2)(E),COURT ORDER REGISTRATION,X
36215,290(B),FT/REG/ETC:FEL SEX OFF/PR,F
36216,290(B),FAIL REG/CHG ADD:SEX OFF,M
89104,290(E)(1),PREREG OF SEX OFFENDER,X
36181,290(E)(2),FAIL REG/REREGS:AFTR RELS,F
36182,290(E)(2),FAIL REG/REREGS:AFTR RELS,M
36193,290(E)(2),290 VIOL POST INC,F
36194,290(E)(2),290 VIOL POST INC,M
36122,290(F)(1),SEX REG FAIL RPT ADD CHG,F
36123,290(F)(1),ADD CHG:SEX REG FAIL RPT,M
36125,290(F)(2),FAIL RPT NAME CHG:SEX REG,M
36183,290(F)(3),SEX REG FAIL RPT NAME CHG,F
36184,290(F)(3),SEX REG FAIL RPT NAME CHG,M
36086,290(G)(1),SEX OFFENDER FAIL REG/ETC,M
36121,290(G)(2),FAIL REG/ETC SEX OFF/PR,F
36185,290(G)(5),SEX VIOL PRDTOR F/VRF REG,F
36186,290(G)(5),SEX VIOL PRDTOR F/VRF REG,M
36195,290(G)(5),290 VIOL SVP 90 DY UPDTE,F
36196,290(G)(5),290 VIOL SVP 90 DY UPDTE,M
36128,290(G)(6),TRANSNT SEX REG NOT UPDAT,M
36197,290(G)(6),290 VIOL TRAN 30 DY UPDTE,F
36198,290(G)(6),290 VIOL TRAN 30 DY UPDTE,M
36161,290(G)(7),SX REG:FAL PRVD PRF RESID,M
36187,290(G)(9),FT/PRVD REQ REG INFO DOJ,M
36199,290(G)(9),290 VIOL INFO OTH/T G1/G2,F
36200,290(G)(9),290 VIOL INFO OTH/T G1/G2,M
36203,290.002,290 VIOL OOS WK/STU IN CA,F
36204,290.002,290 VIOL OOS WK/STU IN CA,M
89108,290.003,REG:RELEAS AFTER 07011944,X
36263,290.005,REG:CONVICTED OOS REQ OFF,M
36264,290.005,REG:CONVICTED OOS REG OFF,F
36260,290.006,290 VIOL:SEXUAL GRAT/COMP,F
36261,290.006,290 VIOL:SEXUAL GRAT/COMP,M
36276,290.006,CRT ORDR REG/FND:SEX GRAT,M
89109,290.009,REG:DUTY TO REG ON CAMPUS,X
36160,290.01(A)(1),FT REG:EMP/ETC REG UNV PD,M
36145,290.01(B),FT REG:EMP/ETC REG CTY PD,M
36217,290.01,REG FAIL RPT CONCURNT ADD,F
36218,290.01,REG FAIL RPT CONCURNT ADD,M
36219,290.011(A),TRAN FAIL 30 DAY UPDATE,M
36220,290.011(A),TRAN FAIL REG RLS CUSTODY,F
36221,290.011(A),TRAN FAIL REG RLS CUSTODY,M
36222,290.011(B),FAIL REG GAIN/LV RESID,F
36223,290.011(B),FAIL REG GAIN/LV RESID,M
36224,290.011(C),TRAN FAIL ANNUAL UPD,F
36225,290.011(C),TRAN FAIL ANNUAL UPD,M
36226,290.011(D),TRAN FAIL PRVD FORMS INFO,F
36227,290.011(D),TRAN FAIL PRVD FORMS INFO,M
36228,290.011(F),TRAN FAIL RPT OOS MOVE,F
36229,290.011(F),TRAN FAIL RPT OOS MOVE,M
36230,290.012(A),SX OFF FAIL ANNUAL UPDATE,F
36231,290.012(A),SX OFF FAIL ANNUAL UPDATE,M
36201,290.012(B),SVP FAIL 90 DAY UPDATE,F
36202,290.012(B),SVP FAIL 90 DAY UPDATE,M
36232,290.012(C),TRAN FAIL 30 DAY UPDATE,F
36233,290.012(C),TRAN FAIL 30 DAY UPDATE,M
36234,290.013(A),SEX REG FAIL RPT ADD CHG,F
36235,290.013(A),SEX REG FAIL RPT ADD CHG,M
36295,290.013(B),SEX REG PRVD TEMP ADD CHG,F
36236,290.014,SEX REG FAIL RPT NAME CHG,F
36237,290.014,SEX REG FAIL RPT NAME CHG,M
36205,290.015,290 VIOL POST INCARC,F
36206,290.015,290 VIOL POST INCARC,M
89107,290.016,PREREG OF SEX OFFENDER,X
36238,290.018(A),SEX OFFENDER FAIL REG/ETC,M
36239,290.018(B),FAIL REG W/FEL SEX OFF/PR,F
36240,290.018(D),MDSO FAIL TO REG,M
36241,290.018(D),MDSO FAIL TO REG:W/PRIOR,F
36207,290.018(F),290 VIOL SVP 90 DY UPDTE,F
36208,290.018(F),290 VIOL SVP 90 DY UPDTE,M
36209,290.018(G),290 VIOL TRAN 30 DY UPDTE,F
36210,290.018(G),290 VIOL TRAN 30 DY UPDTE,M
36242,290.018(H),REG FAIL PRVD PROOF RESID,M
36211,290.018(J),FAIL PRVD REQD REG INFO,M
28033,290.4(C),COPY/ETC SEX OFFENDR DATA,M
28034,290.4(D),REM/ETC SEX OFFENDER DATA,M
89106,290.46(K),REG SEX OFF:ENTER WEBSITE,M
36289,290.85(B),SEX REG PAROLE:PROOF REG,M
36296,290.95(A),FAIL RPT SEX REG STATUS,M
50134,298.1,FAIL/ETC GIVE DNA/PRINTS,M
50155,298.2(A)(1),KNOWN SUBMIT FALSE DNA,F
50156,298.2(A)(2),KNOWN TAMPER WITH DNA,F
50157,299.5(I)(1)(A),KNOWN DISCLOSE DNA INFO,F
50158,299.5(I)(1)(A),KNOWN DISCLOSE DNA INFO,M
29108,300,SINK/ETC/SET ADRIFT VES,M
29116,301,INJURE/ETC 10 TON+ VESSEL,M
29106,302,SINK/SET 10 TON+ VES ADRF,F
53100,302,DISTURB RELIGIOUS MEETING,M
53113,302(A),DISTURB RELIGIOUS MEETING,M
41010,303,LIQUOR SALES VIOLATION,M
41011,303A,SOLICIT LIQUOR PURCHASE,M
29117,304,COMD/ETC SINK/ETC VES/ETC,F
29118,305,SINK/ETC VESSEL/ETC,F
29092,307,MOOR VESSEL/DAMAGE BUOY,M
43040,307,SELL/ETC CAKE/ETC:ALC:MNR,M
29160,307(A),MOOR A VESSEL TO BUOY/ETC,I
29161,307(B),REMOVE/DAMAGE BUOY/ETC,M
29119,308,MOOR/DMAGE FEDRL BUOY/ETC,M
43036,308(A),FURN/ETC MNR W/TOBACO/ETC,M
43046,308(A)(1),KNWLY FURN MNR W/TABACCO,M
31300,308(A)(1)(A)(I),FURNISH -21 YRS W/TOBACCO,M
8041,308(A)(2)(B),MNR BUY SMOKING PARAPHNAL,I
8034,308(B),MNR BUY SMOKING PARAPHERN,I
31216,308(C),FAIL TO POST NOTICE REQ,M
31222,308.1(A),SELL/ETC BIDIS/BEEDIES,M
31221,308.2(A),SELL IMPRPLY SEAL/ETC CIG,I
31310,308.3(A),MFG/SELL CIG PACK LESS 20,I
31251,308.5(A),ALC/TOBC ADV IN VIDEO GAM,M
55178,308B(A),DIST UNSOLICITED TOBACCO,M
43009,309,KEEP MINOR IN BROTHEL,M
8005,310,MINOR ATTEND PRIZEFIGHT,M
8045,310(B),MINOR ATTEND BIRD FIGHT,M
55164,310.2(A),GIVE/ETC DIURETIC/ETC:MNR,M
36107,310.5(A),GARD/PERP CNTRACT SEX:MNR,M
37060,311.1(A),SEND/SELL/ETC OBS MTR:MNR,F
37075,311.1(A),SEND/SELL/ETC OBS MTR:MNR,M
37101,311.1,ADV OBSCN MTR DEPIC MNR,M
37102,311.1,ADV OBSCN MTR DEPIC MNR,F
37050,311.10(A),ADV OBSCN MTR DEPIC MINOR,F
37089,311.10(A),ADV OBSCN MTR DEPIC MINOR,M
37061,311.11(A),POSS/ETC OBS MTR:MNR:SEX,M
37087,311.11(A),POSS/ETC OBS MTR:MNR:SEX,F
37088,311.11(B),POSS OBS MTR:MNR:ATTEMPT,F
37107,311.11(C)(1),OBSCN IMAGS:MNR SEX ACT,F
37108,311.11(C)(1),OBSCN IMAGS:MNR SEX ACT,M
37109,311.11(C)(2),OBSCN MAT:MNR SEX SADISM,F
37110,311.11(C)(2),OBSCN MAT:MNR SEX SADISM,M
37018,311.2(A),SEND/POS/ETC OBSCEN MATER,M
37024,311.2(A),SEND/POS/ETC OBS MTR:W/PR,F
37019,311.2(B),OBS MATR OF MNR:COMRCIALY,F
37030,311.2(C),OBS MATR OF MNR TO MNR:PR,F
37031,311.2(C),OBSCEN MATR OF MNR TO MNR,M
37034,311.2(D),OBS MTR:MNR:DIST/ETC MNR,F
37065,311.3(A),SEX EXP CHILD:DEPICT SEX,M
37066,311.3(A),SEX EXP CHLD:DEPIC SEX:PR,F
37078,311.3(B),SEX EXPLOIT MNR:SEX ACT,M
37100,311.3(B),SEX EXPLOIT MNR:SEX ACT,F
37079,311.3(B)(1),SEX EXP MNR:SEX INTERCRSE,M
37090,311.3(B)(1),SEX EXP MNR:SEX INTERC:PR,F
37080,311.3(B)(2),SEX EXP MNR:PEN W/FRN OBJ,M
37091,311.3(B)(2),SEX EXP MNR:PEN W/OBJ:PR,F
37081,311.3(B)(3),SEX EXP MNR:MASTURBATION,M
