CDS.Code,Offense.Description,Offense.Level
31320,VIOL MONETARY TRANSACTION,M
31321,FALSE INFO MONEY TRANSAC,M
31323,STRUCTURE MONETRY TRANSAC,M
26153,FRAUD:TRADE NAME ITEM,M
26604,UNLAW RECYC:OOS CONT/ETC,I
26606,UNLAW RECYC:EXCEED $400,M
26607,UNLAW RECYC:EQUAL/-$400,M
54305,FAIL NOTE DMV ADD CHG:CDL,I
54004,DRIV:SUSP/ETC LIC:RECKLES,M
54083,DRIVE:LIC SUSPENDED/ETC,M
54659,DRV:LIC SUSP W/PR W/I 5YR,M
54108,DRIV:SUSP/ETC LIC:DUI:VIO,M
54082,DRIVE:RESTRICTED LIC:DUI,M
54656,DRIV:LIC SUSP DUI W/PRIOR,M
54084,HABITUAL TRAFFIC OFFENDER,M
54202,DRIVE:LIC REV/ETC:INJ ACC,M
54085,DRIV:LIC SUS/ETC:UI/RFUSL,M
54482,DRIV:LIC SUS/ETC:DRV RSTR,M
54660,DRV:LIC SUS DUI PR W/5 YR,M
54150,OPR VEH:VIOL LIC RESTRCTN,I
54017,OWN LET UNLICENSD OPR VEH,M
54416,HIRE/ETC UNLICENSED DRIVR,I
54325,ALLOW UNLIC MNR TO DRIVE,I
26568,UNLAWFUL USE/ETC:DRIV LIC,M
26569,UNLAWFUL:LEND DRIV LIC,M
54485,UNLAWF DISPLY/ETC DRV LIC,M
26571,UNLAWF DUPLICATE/ETC LIC,M
54486,UNLAWF ALTER AUTH DRV LIC,M
26542,MFG/SEL ID SIMILAR TO CDL,M
54375,IMPERSONATE FOR CDL/ETC,M
54670,EMPL ALLW DRIVER COMM VEH,I
54345,DRIVE W/O COMERCL VEH LIC,I
54438,NO COMMERCIAL VEH LIC/ETC,I
54634,CHEAT ON COMM DRIVER EXAM,I
54635,CHEAT ON COMM DRIVER EXAM,M
54545,CHILD 6- ALONE IN VEHICLE,I
55261,FAIL RPT ELDER/ETC ABUSE,M
55262,F/RPT ELDER ABUSE:INJ/DTH,M
55247,ELD/DEP ADLT ABUSE:HEALTH,M
54018,NO PROOF:FINANCE RESP:VEH,I
54102,NO EVID:ID/INS/ETC:ACCDNT,I
54101,FAIL PROVE FIN RSP:PO REQ,I
54354,NO PROOF $ RESP:ACCIDENT,I
54326,PROVIDE FAKE EVID:INS/ETC,M
31104,DO BUSNES/ETC W/O LIC/ETC,M
31037,UNFAIR TRADE PRACTICE,M
31272,ENGAGE IN BUSINES W/O LIC,M
31172,DSBRS/ETC ESCROW FUND VIO,M
31108,AGENT/ETC HOLD ESCRO INFO,M
31110,FAIL RPT ESCROW THEFT/ETC,M
31039,FALSE/ETC ADVERTISING,M
52570,POSS DEADL WPN:COMIT ASLT,M
31095,FALSE PRETENSES:SALE/ETC,M
52625,ADV UNLAWFUL WEAPON/ETC,M
52482,PROHIBITED ACTS:FIREARM,M
52483,PROHIB ACTS:LOADED F/ARM,M
52484,CARRY DEAD WPN:PICKET/ETC,M
26229,SOLIC PURCH:UNREG TEL SLR,M
52547,PERMIT PRSN CARRY F/A:VEH,M
31252,FAIL PROV GOOD/SERV REFND,M
31250,CMRA VIOL PRIV MAILBX SRV,M
31243,TRAVEL SVS FAIL REIMBURSE,M
31276,UNLAWFUL ACT BY SALESPRSN,M
31277,WATER TREATMNT DEVICE VIO,M
31302,WATER TRTMNT DEV REMOVAL,M
55260,VIO ST BLDG STANDARD CODE,M
55308,VIOL MANUF HOUSING ACT,M
59013,VOTER REG VIOL,M
59018,REG FICTITIOUS PRSN,M
66226,FILE FLS GN VLNC RSTR ORD,M
52667,POSS F/A W/GUN RESTR ORDR,M
26637,MAIL VOTE LIT W/PREC INFO,M
26638,DIST VOTE LIT W/INCOR LOC,M
26639,DIST VOTE LIT W/INCOR QAL,M
26640,DIST VOTE LIT W/INCOR DAT,M
59025,VOTE/ATMPT:MORE THAN ONCE,M
59011,ATTEMPT/IMPERSONATE VOTER,M
59021,FALS CIRCULATE RECALL PET,M
59015,FALSE AFFIDAVIT,M
52562,POSS DESTRUCTIVE DEVICE,M
52689,SELL/TRNSP/ETC .60 CAL+,M
31170,SEL UNINSPCTD L/STOCK/ETC,M
55269,UNL SEWAGE LEAK:REC VEH,M
31210,UNLIC BUS:HOME FURNISHING,I
52635,CC/EXPLOSIVE SUBSTANCE,M
31306,SELL/DIST MATTRES FLM RTD,I
52539,MFG/ETC REPLICA HNDGRNADE,M
52691,MFG/ETC REPLICA HANDGREND,I
52692,SELL LESS LTHL WPN TO MNR,M
61042,TX AGNT DISCL PRVT TX INF,M
39052,ENTER HORSE RACE:EXCL/ETC,M
39041,ENTER HORSERACE INCL:EXCL,M
61035,FALSE/ETC STATE TAX/ETC,M
52573,SALE MINOR BB DEVICE,M
23107,WILLFUL PROP DETENTION,M
52572,FURNISH MINOR W/BB DEVICE,M
39078,-21 NOT PERMITED GAMB EST,M
31274,KNWLY RE-ENTR GAMBLNG EST,M
39069,UNDER 21:GAME ROOM VIOL,M
54539,HIT AND RUN:INJURY/DEATH,M
54526,HIT AND RUN:INJURY,M
54527,HIT AND RUN:DEATH/INJURY,M
54056,HIT AND RUN,M
54038,HIT AND RUN:PROP DAMAGE,M
54074,HIT&RUN PROP DAMAG:LOCATE,M
54073,HIT&RUN PROP DAMAG:NOTIFY,M
54063,HIT&RUN RNWY VEH:PROP DAM,M
54356,INJ/DTH ACC:NO DRIVR INFO,M
54501,ACCIDENT:DRIVER W/O LIC,I
54384,FAIL REP ACCIDENT:INJ/DTH,I
52497,MFG/SELL/POSS BLOWGUN,M
26597,KNLY FAIL DISCLOSE FACT,M
52693,POSSESS BOOBYTRAP DEVICE,M
52481,ALTER/ETC IMITATION F/ARM,M
52571,MNFACTURER/ETC NOT COMPLY,M
52623,DISPLAY IN PUB:IMT F/ARM,I
52636,DISPLY PUB IMT F/ARM W/PR,M
52523,MFG/SALE/ETC AIRGAUGEKNIF,M
52521,MFG/ETC BELT BUCKLE KNIFE,M
52525,MFG/SALE/ETC CANE SWORD,M
52535,MFG/ETC LIPSTICK CASE KNF,M
52545,MFG/SALE/POSS SHOBI-ZUE,M
52450,MFG/ETC UNDETECT KNIVES,M
52557,MFG/ETC WRITING PEN KNIFE,M
54137,FAIL OBEY TRAFIC REGULATR,I
54317,CROS IN XWALK:PROHIB SIGN,I
52515,MFG/ETC BALLISTIC KNIFE,M
54548,TRESP W/VEH ETC:PUB GRNDS,I
54420,DRIV LEVEE/ETC NO RT O WY,I
42089,RIDE BIKE UNDER INFLUENCE,M
54626,OPR BIKE W/O BRAKES,I
54415,BIKE HANDLEBAR ABV SHLDS,I
54141,BIKE HEADLIGHT/ETC VIOL,I
54591,UNAUTH FLASHING BLU LIGHT,I
54019,FAIL RIDE BIKE:RT EDGE RD,I
54454,MTRCYCL/ETC ATT 2 VEH/ETC,I
54465,BIKE OPERATOR NOT SEATED,I
54403,BIKE PASSENGER NOT SEATED,I
54382,FAIL OPR BIKE W/1 HAND +,I
54592,FAIL TO RIDE IN BIKE LANE,I
54386,MOTOR VEH IN BIKE LANE,I
54157,BIKE PARKING/ETC,I
54302,FAIL WEAR HELMET:BIKE:-18,I
42094,OPR MOTR SCOOTR UNDER INF,M
54586,OP MOTORSCTR:DRK HWY:LAMP,I
54587,OP MOTRSCTR:DRK HWY:R/REF,I
54588,OP MOTRSCTR:DRK HWY:S/REF,I
54519,FL OPR MOTR SCTR:RGT CURB,I
54573,OPR MOTORSCOOTR W/O BRAKE,I
54520,OPR MOTOR SCOOTR:HWY:VIOL,I
54460,OP MOTR SCOOTR W/O HELMET,I
54624,OP MOTR SCOOTR W/O LICNSE,I
54639,OPR MOTR SCOOTR W/PASSNGR,I
54625,OPR MOTR SCOOTER SIDEWALK,I
52565,CARRY CON/DIRK OR DAGGER,M
54224,FAIL CONSTRUCTN TRAF CNTL,I
54505,FAIL OBEY WARNING DEVICE,I
42083,OPR AIRCRAFT:UND DRUG/ALC,M
54133,GREEN LT:UTURN/YIELD VIOL,I
54447,GRN ARROW VIO:U-TRN/YLD/E,I
54448,GRN SIGNAL VIO:PEDESTRIAN,I
54593,PED FAIL RESPOND SIGNAL,I
54098,FAIL STOP LINE/ETC AT RED,I
54372,TURN ONTO ONEWAY AT RED,I
54373,FAIL STOP LINE/ETC AT RED,I
54153,PED AGAINST RED LIGHT/ETC,I
54455,ENTR/ECT LANE W RED SIG,I
54425,NON INTERSCTN SIGNAL VIOL,I
54159,PED AGAINST NO WALK SIGN,I
54522,BICYCLE OPR OBEY VEH LAWS,I
54122,FAIL STOP:FLASH RED LIGHT,I
54169,VEH CROSS DBL SOLID LINE,I
54439,SOLID/BROKEN DBL LINE VIO,I
54397,DRIVE 2WAY LEFT TURN LANE,I
54146,DRIVER FAIL OBEY SIGN/ETC,I
54112,PED FAIL OBEY TRAFIC SIGN,I
54476,ALL TRAF/ETC OBEY SIGNALS,I
54600,UNAUTH DSPLY TRAFF DEVICE,I
54414,LITE ON HWY:IMPAIR VISION,I
52464,POSS SWITCHBLADE:VEHICLE,M
52592,CARRY SWITCHBLADE KNIFE,M
52593,SELL/ETC SWITCHBLADE KNIF,M
31260,JNK DLR:FLS PLC/DATE SALE,M
31261,JUNK DLR:FLS DMV INFO,M
31262,JNK DLR:FLS NAME/ADD/ETC,M
31263,JNK DLR:FLS DESCRIPTION,M
31264,JNK DLR:FLS SIGN TRAN DOC,M
31163,JUNK DLR/ETC:NO RECORDS,M
31133,DLR FAIL RPT PROP:PD/SD,M
31136,INCOMPLETE DLR RPT:PD/SD,M
31137,DLR ILLEGLY DISP OF PROP,M
31292,SECNDHND DEALER PROP INSP,M
31075,UNAUTH SECONDHAND DEALER,M
31164,SECONDHAND DLR LIC VIOL,M
50171,ENDANGER AIRBORN AIRCRAFT,M
54104,FAIL DRIVE RT HALF ROAD,I
54088,OPR BIKE:RD/ETC:WRONG WAY,I
54445,DIV HWY:CROSS/U TURN VIOL,I
54075,DRIVE WRONG WAY:DIV HWY,M
31097,JUNK DEALER/ETC BUY VIOL,M
54542,UNLAWFUL ENTRY SERV ROAD,I
54404,SLOW VEH IN LEFT LANE,I
54363,SPEC VEH:DRIVE WRONG LANE,I
54724,DRIVE VEHICLE IN BUS LANE,I
54160,DISOBEY TRAFFIC LANE SIGN,I
54504,FAIL OBEY TRAF LANE SIGN,I
54388,EXPRS:SOLID YEL LINES VIO,I
54636,HOV LANE W/O ISSUED DECAL,I
54637,DRIVE AUTO W/0 HOV DECAL,M
54664,DRV BLW NRMAL SPD 5+BHND,I
54161,DISOBEY TRAFFIC DIRECTION,I
54178,UNSAFE LANE CHANGE/ETC,I
54433,VIOL:THREE-LANE HIGHWAY,I
54341,PASS/YIELD VIOL:MEET VEH,I
54360,DRIVE ON SIDEWALK VIOL,I
31165,SWAP MEET OPR NOT RET RPT,M
31169,SWAP MEET VEN NOT HAV RPT,M
31179,SEL CUT/ETC SPORT TRADCRD,M
54552,OBST DRIVER VIEW/CONTROL,I
54364,INTERFERE W/DRIVER CNTL,I
54179,VEH FOLLOW TOO CLOSELY,I
54232,FOLOW TOO CLOSE:EMERG VEH,I
54513,UNAUTH VEH IN FIRE AREA,I
54417,DRIVE OVER FIRE HOSE,I
52566,POSS/ETC COMP/WOOD KNKLES,M
54524,SWERVING OF TOWED VEHICLE,I
54434,ALLOW UNLAWF RIDE/ETC:VEH,I
54339,UNLAWFUL RIDING:VEHICLE,I
54681,EXCD PASS VEH TW COMB LMT,I
54682,EXCD PASS VEH TW COMB LMT,I
54517,STOP/PARK VEH ON FREEWAY,I
54613,POCKET BIKES PROHIB AREA,I
54327,OVERTAKE/LEFT PASS VIOL,I
54389,PASS W/O ENOUGH CLEARANCE,I
54228,DRIVE LEFT SIDE VIOLATION,I
54180,VEH:UNLAWFUL PASS RIGHT,I
54181,USE SHOLDER/ETC:PAS RIGHT,I
54640,PASS BIKE UNSAFE DISTANCE,I
54641,PASS BIKE:-3 FEET,I
54642,PASS BIKE UNSAFE SPEED,I
54643,PASS BIKE:COLLISION W/INJ,I
54405,FAIL YIELD INTERSECT:HWY,I
54427,FAIL STOP/YIELD:INOP SIGN,I
54114,FT/YIELD BE4 LEFT/U-TURN,I
54601,FAIL YIELD:TURNING VEHICL,I
54105,ENT THROUGH HWY:W/O YIELD,I
54506,FAIL TO YIELD UNTIL SAFE,I
54299,FAIL YIELD TRAFIC:HWY ENT,I
54578,FAIL YEILD RIGHT-OF-WAY,I
54182,FAIL YIELD/ETC:EMERG VEH,I
54466,PED FT YIELD/ETC:EMRG VEH,I
54583,FAL CAUTION PASS EMGY VEH,I
52537,MFG/SALE/ETC METAL KNUCKL,M
54398,FAIL YIELD TO PED:XWALKS,I
54183,PED IN XWALK STOP/ETC VEH,I
54603,OVRTAKE VEH STOPPED XWALK,I
54535,FAIL YIELD PED ON SIDEWLK,I
54449,PEDSTRN FAIL 2 YLD:OVRHD,I
54162,PED NOT STOP:OUT CROSWALK,I
54145,JAYWALKING,I
54184,PED NOT ON LEFT EDGE ROAD,I
54318,HITCHHIKE IN ROADWAY,I
54590,PEDESTRIAN/ETC ON FREEWAY,I
54121,FAIL YIELD:BLIND PEDESTRN,M
54514,PEDESTRIAN IN BIKE LANE,I
54529,VEH BLOCK XWALK/SIDEWALK,I
52543,MFG/SALE/POSSESS NUNCHAKU,M
26598,KNLY FAIL DISCLOSE FACT,M
54220,IMPROPER RIGHT HAND TURN,I
54319,LEFT TURN INTERSECTN VIOL,I
54409,WRONG LANE UTURN VIOL,I
54185,FAIL TO OBEY TURN SIGNS,I
54186,ILEGAL UTURN:BUS DIST/ETC,I
54344,UNLAWFL UTURN:RESIDENTIAL,I
54320,TURN BY FIRE STATION VIOL,I
54352,U TURN:OBSTRUCTED VIEW,I
54132,START/BACKUP VEHICLE:HWY,I
54115,UNSAF TURN &/OR NO SIGNAL,I
54149,FAIL SIGNAL B/4 TURN VEH,I
54426,SUDDEN STOP:W/O SIGNALING,I
54492,VIOL:METHOD OF SIGNALING,I
54493,INOP SIGNL LAMP:ARM SIGNL,I
54467,IMP METH:RHT HAND TRN SIG,I
54494,SCH BUS DRV:SGNL/STOP VIO,I
54495,FAL LOAD/UNLD:SCH BUS STP,I
31124,N/CONFRM MARK GOLD TOLRNC,M
31123,NONCONFORM TRADEMARK:GOLD,M
52519,MFG/ETC LEADED CANE/ETC,M
31189,TAX PREPARER VIOLATION,M
54212,DRIVE IN EXCESS 100 MPH,I
54422,SPEC VEH:WRONG PASS LANE,I
54134,EXCESSIVE SPEED,M
54303,EXCEED SPEED ON HIGHWAY,I
54395,EXC 55MPH SPEED:2 LANE RD,I
54106,UNSAFE SPEED:PREVAIL COND,I
54418,EXCEED PRIMA FACIE SPEED,I
54370,EXCEED POSTED SPEED LIMIT,I
54306,DRIVE TOO SLOWLY/ETC,I
54532,UNSAFE SPEED ON BRIDGE,I
54371,TRUCK/ETC EXCEED 55 MPH,I
54616,EXCESS SPEED WHILE TOWING,I
54502,COMM VEH XCEED MAX SPEED,M
55296,TANK W/500+XCEED MAX SPD,I
54374,TRUK/ETC XCEED POSTED MPH,I
54437,EXCEED SPEED FOR TIRE/WT,I
52549,MFG/SALE/POSS SHURIKEN,M
54549,METAL TIRE:EXCESS 6MPH,I
54453,MOTOR SCOOTER XCEED 15MPH,I
31203,MFG/SELL/ETC DECEPTIVE ID,M
23140,TAKE MARKD CART:RETL ESTB,M
23149,UNAUTH RETRIEVL SHOP CART,M
23150,USE UNIDNT VEH:GET S/CART,M
23127,REM SHOPPING/LAUNDRY CART,M
23115,POSS SHOP/LAUNDRY CART,M
23175,POSS ALTERED SHOPING CART,M
23182,ABANDON SHOP/LAUNDRY CART,M
23137,ALTER/ETC SHOP/LAUND CART,M
23136,POSS CARTS:SPEC CIRC,M
31230,ILLEGAL IMM CONSULT:FORMS,M
31246,IMMG CONSULT BONDING REQ,M
31279,IMM CNSULT:NOTICE:NOT ATN,M
31280,IMMG CNSLT:POST SRVC FEE,M
31281,POST NAM:IMMG CNSLT EMPLD,M
31231,UNLAW CHG REFERRAL FEE,M
54167,FAIL STOP VEH:XWALK/ETC,I
54203,FAIL STOP/ETC:RR XING/ETC,I
54662,NO DRVR PED THRU RR GATE,I
54665,BUS/ETC FAIL STOP RR XING,I
54310,PAS/ETC SCH BUS FLASH RED,I
54679,VEND FROM VEH W/O STOP,I
54677,WRN SIGN VIO:ICE CREAM TR,I
54678,VEND FROM ICE CRM TRK REQ,I
54330,PARKING/ETC VIO:SPEC CIRC,I
54537,PARK UNLAW:DOUBLE PARKING,I
54663,NO PARK/STOP ETC FIRE LN,I
54379,PARALLEL PARKING VIOL,I
54475,STOP/PARK ON ROADWAY,I
54353,STOP/PARK/ETC:RESTRICTED,I
26689,USE SFTWR CIRCMVNT TICKET,M
54221,PARK IN SPACE FOR DISABLE,I
31191,SOLICT/ETC TOW/ETC:UNAUTH,M
31192,TOW TRUCK MOVE VEH:UNAUTH,M
54346,PARK/ETC BY FIRE HYDRANT,I
54496,FAIL SET BRK/ETC:UNAT VEH,I
54497,FAIL PRVENT MOVE:UNAT VEH,I
54406,FAIL PROVIDE ESC:LOCK VEH,I
54477,VEH DOOR OPEN TO TRAFFIC,I
54187,VEND ON/NEAR FREEWAY:W/PR,M
54351,VENDING ON/NEAR FREEWAY,I
54362,VEND/ETC:HWY RESTSTOP/ETC,I
54472,PARK ON OR NEAR RR TRACK,I
54311,ABANDON VEHICLE ON HIWAY,I
54378,INTERSECT/ETC:NO CLEARNCE,I
52459,FELON POSS/ETC STUN GUN,M
52460,ADDICT POSS/ETC STUN GUN,M
52461,ILL SELL/ETC STUN GUN:MNR,M
52694,ILL SELL/ETC STUN GUN MNR,I
52462,MINOR -16 POSS STUN GUN,M
52498,MISSNG MFG STAMP STUN GUN,M
52499,MISSING MFG SERIAL NBR,M
52695,SELL STUN GUN W/O MANUAL,I
54683,UNINTERRUPTED TOWS,I
31267,FAIL ACCEPT VALID PAYMENT,M
54579,FAIL DISPLAY PAYMENT TYPE,M
31287,VEH TOWED ACCESS TO PHONE,M
28032,POSS GROC PALET/ETC:UNATH,M
52653,UNLAWFL POSS/USE TEAR GAS,M
52607,NARC ADCT POS/ETC TEARGAS,M
52609,SELL/FURNISH TEAR GAS:MNR,M
52611,MINOR POS/ETC:TR GAS/WPN,M
52613,POS/ETC PROJECTILE TR GAS,M
52617,TEARGAS DISPLAY EXP DATE,M
52618,ILUSE TEARGAS/TEARGAS WPN,M
52616,MNR:TEARGAS/TG WPN:NO OK,M
26520,OBT VEH W/LEIN:FRAUD/ETC,M
52501,SELL TEARGAS/TEARGAS WPN,M
52646,ALTER SERIAL NBR:TEAR GAS,M
52657,POSS ALT SER NBR:TEAR GAS,M
41068,FAIL DISPLAY REQ LICENSE,M
31253,RET PURCHASE INVOICE VIOL,M
31254,SEIZD UNSTMPD CIGRETTS/20,M
31255,FAIL TO DISPLAY LICENSE,M
31256,SELL TOBACCO W/O LICENSE,M
54005,RECKLESS DRIVING,M
54086,RECKLESS DRIVING:HIGHWAY,M
54087,RECKLESS DRIVING:PARK LOT,M
54333,PLEA TO 23103 IN LIEU OF,X
54079,RECKLESS DRIVING W/INJURY,M
54565,RECKLESS DRIVING:SPEC INJ,M
54061,SPEED CONTEST/EXH/BLCK RD,M
54007,ILLEGAL SPEED CONTEST,M
54217,AIDE/ABET SPEED CONTEST,M
54218,AIDE/ABET SPEED EXHIBITN,M
54219,BLOCK/ETC RD:SPEED CONTES,M
54647,ILLEGAL SPEED CONTEST:INJ,M
13055,THROW SUBSTANCE AT VEH,M
54170,THROW/ETC CIG/ETC:HWY/ETC,I
54163,TOSS/ETC MATTER:HWY/ETC,I
54589,HAZ MAT SPILL:NOTIFIY CHP,M
54602,FAIL REMOVE SPILLED MATRL,I
55206,IMPROP VEH:SPILL/ETC:HWY,M
55160,ILL TRANSP AGGREGATE:HWY,M
54507,TRNSP AGGREGTE:CARGO VIOL,M
54509,AGGREGATE:FAL COVER LOAD,M
54508,TRNSP AGGREGTE UNCVRD:HWY,M
54498,FAIL COVER RUBBISH VEH LD,I
54188,CARRY PERSON:BACK:TRUCK,I
54368,RIDE BACK MOTORTRUCK VIOL,I
54671,TRNSPRT OF ANM W/O RSTRNT,I
54566,USE CELLPH W/DRIV W/O HFD,I
54568,NO TEXT-BASED COMM W/DRIV,I
54655,NO HND HLD DEVICE W/DRIVE,I
54567,USE CELL PH W/DRIV:UND 18,I
54123,OPR MOTOR VEH:TRAILS/PATH,M
42095,DUI:UNDR 21YR W/BA.01,I
54158,DUI:-21,I
54139,MINOR DRIVE W/BAC 0.05,I
42073,DUI ALCOHOL/DRUGS,M
42104,DUI ALCOHOL,M
54156,DUI:ALCOHOL/DRUGS,M
42088,DUI ALCOHOL/0.08 PERCENT,M
42079,ADDICT DRIVE VEHICLE,M
42090,DUI:ALC/.04 COMERCIAL VEH,M
42105,DUI DRUG,M
42126,DUI:ALC/.04 PASS FOR HIRE,M
42106,DUI ALCOHOL/DRUG,M
42116,DUI ANY DRUG,M
42117,DUI ALCOHOL AND DRUG,M
42092,DUI ALC/DRUGS:BODILY INJ,M
42112,DUI ALCOHOL:CAUSE BOD INJ,M
42113,DUI .08 ALCOHOL:BODLY INJ,M
42111,DUI DRUG:CAUSE BODILY INJ,M
42110,DUI ALC/DRUG:CAUS BOD INJ,M
42118,DUI DRUG:CAUSE BODILY INJ,M
42120,DUI ALC/DRUG:CAUS BOD INJ,M
42101,DUI W/PROB:23152/23153,I
42091,DRINK WHILE DRIVING,I
42122,DRNK ALC/MARIJ WHLE DRVNG,I
42123,DRNK ALC/MARIJ AS PASSNGR,I
54361,DRINK ALC IN VEH ON HWY,I
42124,ALC/MARIJ IN VEH ON HWY,I
42125,ALC/MARIJ AS PASSENGR HWY,I
54090,POSS OPEN CONTAINER:DRIVE,I
42080,POSS MARIJUANA W/DRIVING,M
42103,POSS MARIJUANA WHILE DRIV,I
54581,DRIVER POSS OPEN ALC CONT,I
54582,PASSENGER:W/OPEN ALC CONT,I
54155,ALCOHOL IN VEHICLE:-21,M
54097,MNR OPR VEH:CARRY ALC,M
54091,RIDER:MNR:POS/ETC ALC:VEH,M
54487,OWNER/DRIVER:OPEN ALC:VEH,I
54190,STORE OPEN/ETC ALC IN VEH,I
31193,RENT/ETC VEH:INTRLOC PRSN,M
26521,ASK PRSN USE INTERLOC DEV,M
26522,START VEH W/INTERLOCK DEV,M
26523,TAMPR/ETC W/INTERLOCK DEV,M
54312,DRIVE W/O INTERLOCK DEV,M
48114,DISOBEY PO:VEH CROSS/TOLL,M
41030,SELL LIQUOR W/O LICENSE,M
41031,SELL LIQUOR W/O LICENSE,M
54450,REFUSAL TO PAY TOLLS/ETC,I
54584,PERSON FAIL TO PAY TOLL,I
54124,TRESPAS NON-PUB VEH CROSS,M
54342,VEH XING/ETC:SIGN/REG VIO,I
54585,3RD DUI CONV WITHIN 10YRS,M
54461,DUI W/PR SPEC CONVICTIONS,M
42096,DUI W/IN 10YRS:PR FEL DUI,M
54595,FAIL INSTAL INTRLCK DEVCE,M
52449,POSS/ETC F/ARM W/O ID MRK,M
54013,UNLAWFUL OPERATION OF VEH,I
54376,VEH WITH UNLAWFUL LAMPS,I
54693,OPERATE AFTER NTC BY OFCR,I
54321,SELL/ETC UNLAWF EQUIPMENT,I
54530,SELL VEH W/OUT SMOG REQ,I
54331,MODIFIED VEH RIM HGT VIOL,I
54135,VEH EXCEED FRAME HEIGHTS,M
54543,FAIL COMPLY:MOUNTING REQ,I
31223,FAIL POST LIC CONSP PLACE,M
54191,DRIVE WITHOUT LIGHTS:DARK,I
54109,FAIL MAINT VEH LITE EQUIP,I
54515,LAMP VOLT:85 PER REQ VOLT,I
52529,MFG/ETC CAMO F/A CONTAINR,M
54014,HEADLAMP:OPR/AMT/SIZE:VIO,I
54222,AUXILIARY DRIVE LAMP VIOL,I
54436,FOG LAMPS VIOL,I
54399,LIGHT DIMMER SWITCH VIOL,I
54544,HIGHBEAM PROJECT 350 FEET,I
54407,LOWBEAM GLARE VIOLATION,I
54435,BEAM INDICATOR VIOL:VEH,I
54192,FAIL DIM BEAMS:ONCOMING,I
54154,FAIL DIM BEAMS:FOLLOW VEH,I
52527,MFG/SALE/ETC CANE GUN,M
54533,SINGLE BEAM:PROPER ADJUST,I
54672,AUX LMPS NOT COVERD W/DRV,I
52533,MFG/ETC F/ARM UNRECOGNIZD,M
43047,SELL VAPING DEVICE -18 YR,I
54193,TAILLAMP VIOLATIONS,I
54110,FAIL MAINT LIC PLATE LAMP,I
54377,FOG TAILLAMPS VIOL,I
54194,STOPLAMP VIOLATIONS,I
54574,STOPLAMPS:VEH MUST HAVE,I
54144,STOPLAMPS VIOL:SPEC VEH,I
54649,STOPLAMPS:VEH 2 REQUIRED,I
54518,STOPLAMPS VIOL:N/VISIBLE,I
54195,NO LAMP/FLAG/ETC EXT LOAD,I
54478,TOW TRUCK TAILLAMP VIOL,I
54479,TOW TRK TAIL/STOP LMP VIO,I
54307,BACKUP LAMPS VIOLATION,I
54499,REAR VEH REFLECTOR VIOL,I
54500,REF:VEH MFG/REG A/1-1-65,I
54714,LGHT REFL TRK/TRLR FR/SID,I
54715,LT REFL 30+TRK/TRLR FR/SD,I
52553,MFG/ETC UNDETECT FIREARM,M
54716,FLR DISP REFL MAT ON TRLR,I
54213,SLOW MOVE VEH EMBLEM VIOL,I
52555,MFG/SALE/POSS WALLET GUN,M
54347,DRIVE W/PARK LIGHTS ONLY,I
54673,TRN SIG REQ - TOWING TRLR,I
54431,TURN SIGNAL VIOLATION,I
54316,VIOL VISBLTY REQ:TURN SIG,I
54387,TURN SIGNAL LAMP VIOL,I
52638,CRIM STORE F/ARM:1ST DEG,M
54717,CLEAR/SIDE MARKR LAMP REQ,I
52447,CRIM STORE F/ARM:2ND DEG,M
52639,CRIM STORE F/ARM:3RD DEG,M
54442,SIDE LAMPS VIOL,I
54703,VEH LD LFT 1+ FT AMB LMP,I
54704,VEH LD LFT 1+ FT RED LMP,I
54705,RED FLG REQ OVERWIDTH DAY,I
54408,FRONT FENDER/ETC LAMP VIO,I
54604,LAMP REQUIREMENT VIOLATIO,I
54443,FRONT RUNNING LAMPS VIOL,I
54687,FLOOD LAMP EXCEEDS 75 FT,I
52641,F/A:RESDNCE W/PROHIB PRSN,M
52662,F/A:UNATND VEH LOCK TRUNK,I
55169,TRNSP HAZ WASTE NO PAPERS,M
55171,TRNSP HAZ WAST W/O REG,M
31228,SELL REFILL DISTD SPIRITS,M
55285,HAZ WASTE DISPOSAL SECRET,M
55133,INTENTNAL DISP HAZD WASTE,M
55134,NEGLIGENT DISP HAZD WASTE,M
55136,RECKLESS TRANSP HAZ WASTE,M
55252,BURN HAZ WASTE W/OUT PERM,M
55144,FALSIFY HAZ WASTE RPT/ETC,M
55148,TRNSP HAZ/WASTE:NO MANFST,M
55149,STORE/ETC/TRNSP HAZ WASTE,M
52453,F/A ACCES BY CHILD:PREMIS,M
52645,F/A ACCES BY CHLD:PREMISE,M
52644,F/A ACCES CHLD:BRNG SCHOL,M
52493,F/A ACCES BY CHILD:SCHOOL,M
55132,DISP LATEX PAINT:LAND/WAT,M
26594,INVEST ADVISER W/OUT CERT,M
52666,REPORT LOSS/THEFT FIREARM,I
54612,ILLEGAL FLASHING LIGHTS,I
52696,FAIL REPORT 3+ LOST F/ARM,M
52697,FAIL RPRT RECOVERED F/ARM,I
52698,FL RPRT RECOVERD F/ARM 3+,M
55138,IMP DISP/ETC USED/ETC OIL,M
54674,TRN SIG FLSHD VEH DISABLE,I
54685,WARNING LAMPS ON TOW TRK,I
54525,MISUSE:AMBER WRNING LGHTS,I
54707,IMPRP USE WRN LAMPS PILOT,I
52699,FLS RPRT LOST/STLN F/ARM,I
