AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,UNDER_18_COUNT,EIGHTEEN_TWENTYNINE_COUNT,THIRTY_PLUS_COUNT
LOS ANGELES CO SD,CONSPIRACY:COMMIT CRIME,M,1,0,0,1
LOS ANGELES CO SD,CONSPIRACY/DEFRAUD/PROP,M,3,0,0,3
LOS ANGELES CO SD,CONTEMPT:DISOBEY CRT ORDR,M,84,0,26,58
LOS ANGELES CO SD,CONTEMPT:INFLUENCE SENT,M,6,0,4,2
LOS ANGELES CO SD,CONTEMPT:VIOL PROTECT ORD,M,5,0,1,4
LOS ANGELES CO SD,CONTRIB DELINQUENCY MINOR,M,1,0,1,0
LOS ANGELES CO SD,CONTRIB TO DELINQ OF MINR,M,1,0,0,1
LOS ANGELES CO SD,CONV PRSN POSS/ETC F/ARM,M,1,0,1,0
LOS ANGELES CO SD,CRIM STORE F/ARM:3RD DEG,M,1,0,1,0
LOS ANGELES CO SD,CRPL INJ:SPOUS/COHAB/DATE,M,7,0,1,6
LOS ANGELES CO SD,CRUEL TO CHLD:POS INJ/DTH,M,3,0,1,2
LOS ANGELES CO SD,CULTIVATE MARIJ 6+ PLANTS,M,12,0,2,10
LOS ANGELES CO SD,DAMAGE WIRELES COM DEVICE,M,6,0,2,4
LOS ANGELES CO SD,DEFRAUD INNKEEPER -$950,M,6,0,3,3
LOS ANGELES CO SD,DEL/ETC DRUG PARAPH MINOR,M,5,0,2,3
LOS ANGELES CO SD,DIS CON:LODGE W/O CONSENT,M,8,0,3,5
LOS ANGELES CO SD,DISCH BB DEVICE:GRS NEGL,M,2,0,1,1
LOS ANGELES CO SD,DISORD CONDUCT:ALCOHOL,M,96,0,29,67
LOS ANGELES CO SD,DISORD CONDUCT:UI/DRUG,M,347,0,100,247
LOS ANGELES CO SD,DISORDRLY CONDUCT:TOLUENE,M,22,0,9,13
LOS ANGELES CO SD,DISP/ETC DANG DRUG/DEVICE,M,1,0,0,1
LOS ANGELES CO SD,DISRD CONDUCT:DRUG W/ALC,M,1,0,0,1
LOS ANGELES CO SD,DLR/ETC:UNDTRM OWN:STL PR,M,1,0,0,1
LOS ANGELES CO SD,DRIV:LIC SUS/ETC:DRV RSTR,M,1,0,0,1
LOS ANGELES CO SD,DRIV:LIC SUS/ETC:UI/RFUSL,M,2,0,1,1
LOS ANGELES CO SD,DRIV:SUSP/ETC LIC:DUI:VIO,M,10,0,3,7
LOS ANGELES CO SD,DRIV:SUSP/ETC LIC:RECKLES,M,37,0,12,25
LOS ANGELES CO SD,DRIVE W/O INTERLOCK DEV,M,8,0,1,7
LOS ANGELES CO SD,DRIVE WRONG WAY:DIV HWY,M,1,0,0,1
LOS ANGELES CO SD,DRIVE:LIC SUSPENDED/ETC,M,114,0,45,69
LOS ANGELES CO SD,DRIVE:RESTRICTED LIC:DUI,M,10,0,0,10
LOS ANGELES CO SD,DUI ALCOHOL AND DRUG,M,12,0,6,6
LOS ANGELES CO SD,DUI ALCOHOL:CAUSE BOD INJ,M,1,0,0,1
LOS ANGELES CO SD,DUI ANY DRUG,M,71,0,39,32
LOS ANGELES CO SD,DUI W/PR SPEC CONVICTIONS,M,1,0,0,1
LOS ANGELES CO SD,DUI:USE WATERCRAFT,M,1,0,0,1
LOS ANGELES CO SD,DUMP/ETC WASTE:COMRCL AMT,M,1,0,0,1
LOS ANGELES CO SD,ELDER/DEP ADLT:HARM/DEATH,M,3,0,0,3
LOS ANGELES CO SD,ELDER/DEP ADULT CRUELTY,M,4,0,2,2
LOS ANGELES CO SD,ENTER NONCOMM DWELLING,M,3,0,1,2
LOS ANGELES CO SD,ENTER/REMAIN ON PSTD PROP,M,28,0,5,23
LOS ANGELES CO SD,EXHIBIT FIREARM,M,1,0,1,0
LOS ANGELES CO SD,FAIL OBEY PO:INSPECTN ORD,M,4,0,3,1
LOS ANGELES CO SD,FAIL OBEY PO:LAWFUL ORDER,M,2,0,2,0
LOS ANGELES CO SD,FAIL T/APPEAR:WRIT PROMIS,M,2,0,0,2
LOS ANGELES CO SD,FALS RPT CRIME:SPEC PO,M,1,0,0,1
LOS ANGELES CO SD,FALSE ALEGE:PO MISCONDUCT,M,2,0,0,2
LOS ANGELES CO SD,FALSE CHECKS/REC/CERT/ETC,M,8,0,1,7
LOS ANGELES CO SD,FALSE CRIME:TO SPEC PO'S,M,1,0,0,1
LOS ANGELES CO SD,FALSE ID TO SPECIFIC PO,M,1,0,1,0
LOS ANGELES CO SD,FALSE IMPRISONMENT,M,4,0,2,2
LOS ANGELES CO SD,FELON POSS/ETC STUN GUN,M,7,0,2,5
LOS ANGELES CO SD,FIGHT/ETC AT SCH/UNIV/ETC,M,2,0,0,2
LOS ANGELES CO SD,FLS RPT CRIME:LAW ENF EMP,M,1,0,0,1
LOS ANGELES CO SD,FORGE ACCESS CARD:DEFRAUD,M,2,0,1,1
LOS ANGELES CO SD,FORGE/ALTER VEH REG/ETC,M,1,0,0,1
LOS ANGELES CO SD,FORGE/ETC OFFICIAL SEAL,M,1,0,0,1
LOS ANGELES CO SD,FORGERY,M,1,0,1,0
LOS ANGELES CO SD,FT REG:EMP/ETC REG CTY PD,M,1,0,0,1
LOS ANGELES CO SD,FTA AFTER WRITTEN PROMISE,M,2,0,0,2
LOS ANGELES CO SD,FURNISH -21 YRS W/TOBACCO,M,1,0,0,1
LOS ANGELES CO SD,GAMBLING,M,2,0,0,2
LOS ANGELES CO SD,GIVE FALSE INFO TO PO,M,1,0,0,1
LOS ANGELES CO SD,GRAND THEFT:AUTO,M,4,0,1,3
LOS ANGELES CO SD,HIT AND RUN,M,1,0,1,0
LOS ANGELES CO SD,HIT AND RUN:PROP DAMAGE,M,14,0,6,8
LOS ANGELES CO SD,HIT&RUN RNWY VEH:PROP DAM,M,1,0,1,0
LOS ANGELES CO SD,ILLEGAL SPEED CONTEST,M,4,0,3,1
LOS ANGELES CO SD,INDECENT EXPOSURE,M,23,0,8,15
LOS ANGELES CO SD,INFLICT INJ/ETC ON CHILD,M,2,0,0,2
LOS ANGELES CO SD,INTERFERE W/PO ANIMAL,M,1,0,0,1
LOS ANGELES CO SD,INTIM WIT/VICT FR/RPRT,M,5,0,2,3
LOS ANGELES CO SD,INTRFER/ETC:FIREMAN/RESCR,M,2,0,1,1
LOS ANGELES CO SD,LOCAL ORDINANCE VIOL,M,21,0,6,15
LOS ANGELES CO SD,LOITER:INT:PROSTITUTION,M,279,0,241,38
LOS ANGELES CO SD,LOITERING AT SCHOOL,M,1,0,1,0
LOS ANGELES CO SD,LOUD/UNREAS NOISE UNV/ETC,M,2,0,0,2
LOS ANGELES CO SD,MAKE VEH/ETC KEY W/O ORDR,M,3,0,2,1
LOS ANGELES CO SD,MAKE/ETC FICT CHECK/ETC,M,1,0,1,0
LOS ANGELES CO SD,MFG/ETC FAK/ETC LIC PLATE,M,1,0,0,1
LOS ANGELES CO SD,MFG/ETC LEADED CANE/ETC,M,6,0,2,4
LOS ANGELES CO SD,MFG/SALE/ETC METAL KNUCKL,M,1,0,1,0
LOS ANGELES CO SD,MFG/SALE/POSS ZIP GUN,M,1,0,0,1
LOS ANGELES CO SD,MFG/SEL 1000+ COUNTRFT MK,M,1,0,1,0
LOS ANGELES CO SD,MFG/SEL ID SIMILAR TO CDL,M,4,0,2,2
LOS ANGELES CO SD,MFG/SELL COUNTERFEIT MARK,M,1,0,0,1
LOS ANGELES CO SD,MFG/SELL SLOT MACHINE,M,1,0,0,1
LOS ANGELES CO SD,MFG/SELL/POSS GAMING DEV,M,1,0,0,1
LOS ANGELES CO SD,MINOR ILL POSS LIVE AMMO,M,1,0,0,1
LOS ANGELES CO SD,MINOR POSSESS ALCOHOL,M,3,0,3,0
LOS ANGELES CO SD,MNR ILL POSS CONCEAL WPN,M,1,0,0,1
LOS ANGELES CO SD,MNR OPR VEH:CARRY ALC,M,1,0,1,0
LOS ANGELES CO SD,MULTIPLE PAY:ADOPTION,M,1,0,1,0
LOS ANGELES CO SD,NARC ADCT POS/ETC TEARGAS,M,1,0,1,0
LOS ANGELES CO SD,NONSUFFICIENT FUNDS:CHECK,M,1,0,1,0
LOS ANGELES CO SD,OBST/ETC BUSNES:PUB AGNCY,M,2,0,1,1
LOS ANGELES CO SD,OBT CREDIT/ETC:OTHER'S ID,M,7,0,2,5
LOS ANGELES CO SD,OFFENSIVE WORDS UNIV/ETC,M,1,0,0,1
LOS ANGELES CO SD,OFFENSIVE WORDS:PUBLIC PL,M,2,0,0,2
LOS ANGELES CO SD,OPR MOTR SCOOTR UNDER INF,M,1,0,0,1
LOS ANGELES CO SD,PASS COMPLETED CHECK/ETC,M,1,0,0,1
LOS ANGELES CO SD,PERSNATE:MAKE OTHR LIABLE,M,1,0,1,0
LOS ANGELES CO SD,POLUT WATER:PETROLEUM/ETC,M,1,0,0,1
LOS ANGELES CO SD,POS CNTL SUB:W/O PRESCRIP,M,3,0,2,1
LOS ANGELES CO SD,POS DNG F/WRKS -25 POUNDS,M,1,0,0,1
LOS ANGELES CO SD,POS/ETC BAD/ETC CHECK/ETC,M,1,0,1,0
LOS ANGELES CO SD,POSS CARTS:SPEC CIRC,M,5,0,1,4
LOS ANGELES CO SD,POSS DRILL/ETC:INT:VANDLZ,M,10,0,9,1
LOS ANGELES CO SD,POSS FIREWORKS W/O PERMIT,M,1,0,1,0
LOS ANGELES CO SD,POSS MARIJ OVER 28.5 GRAM,M,5,0,2,3
LOS ANGELES CO SD,POSS MARIJUANA FOR SALE,M,23,0,19,4
LOS ANGELES CO SD,POSS PRSNL ID WIT DEFRAUD,M,7,0,2,5
LOS ANGELES CO SD,POSS SHOP/LAUNDRY CART,M,2,0,0,2
LOS ANGELES CO SD,POSS SIMILAR TOLUENE SUB,M,2,0,1,1
LOS ANGELES CO SD,POSS STOLEN VEH/VES/ETC,M,1,0,1,0
LOS ANGELES CO SD,POSS SWITCHBLADE:VEHICLE,M,9,0,2,7
LOS ANGELES CO SD,POSS UNLAW PARAPHERNALIA,M,1072,0,336,736
LOS ANGELES CO SD,POSS WPN/ETC:CMPS:NOT GUN,M,1,0,1,0
LOS ANGELES CO SD,POSSESS DOC-MAKING DEVICE,M,2,0,0,2
LOS ANGELES CO SD,POSSESS MECLOQUALONE/ETC,M,3,0,0,3
LOS ANGELES CO SD,POSSESS NITROUS OXIDE,M,15,0,13,2
LOS ANGELES CO SD,PREVENT/DISSUADE WIT/VICT,M,1,0,0,1
LOS ANGELES CO SD,PROHIB AMMO SCHOOL GRNDS,M,1,0,1,0
LOS ANGELES CO SD,PROHIB OWN/ETC AMMO/ETC,M,2,0,0,2
LOS ANGELES CO SD,PROHIB OWN/POS F/ARM:ORDR,M,2,0,0,2
LOS ANGELES CO SD,PROSTITUTION,M,33,0,8,25
LOS ANGELES CO SD,PUBLIC NUISANCE,M,1,0,0,1
LOS ANGELES CO SD,REC KNWN STOLN PROP,M,38,0,14,24
LOS ANGELES CO SD,RECKLESS DRIVING,M,12,0,7,5
LOS ANGELES CO SD,RECKLESS DRIVING:HIGHWAY,M,12,0,10,2
LOS ANGELES CO SD,RECKLESS DRIVING:PARK LOT,M,1,0,1,0
LOS ANGELES CO SD,REFUSE GIVE LICENSE TO PO,M,2,0,0,2
LOS ANGELES CO SD,REFUSE TO LEAVE FAIR,M,2,0,2,0
LOS ANGELES CO SD,RESIST PO:CAUSE DEATH/SBI,M,1,0,1,0
LOS ANGELES CO SD,RETAKE LAND AFT LEGAL REM,M,1,0,0,1
LOS ANGELES CO SD,RFUSE GO:OWN REQ:PRIV PRO,M,3,0,2,1
LOS ANGELES CO SD,RFUSE GO:PO REQ PRIV PROP,M,9,0,3,6
LOS ANGELES CO SD,RIDE BIKE UNDER INFLUENCE,M,2,0,0,2
LOS ANGELES CO SD,RIDER:MNR:POS/ETC ALC:VEH,M,1,0,1,0
LOS ANGELES CO SD,SEL/ETC ACCESS CARD:FRAUD,M,3,0,1,2
LOS ANGELES CO SD,SELL TEARGAS/TEARGAS WPN,M,1,0,0,1
LOS ANGELES CO SD,SELL UNCLASSED FIREWORKS,M,2,0,1,1
LOS ANGELES CO SD,SELL/ETC DRUG PARAPH:-18,M,21,0,10,11
LOS ANGELES CO SD,SELL/ETC LIQUOR TO MINOR,M,1,0,1,0
LOS ANGELES CO SD,SELL/TRNSP/ETC MARIJUANA,M,9,0,4,5
LOS ANGELES CO SD,SEX OFR:UNLAW ENTR:SCHOOL,M,1,0,0,1
LOS ANGELES CO SD,SEXUAL BATTERY,M,2,0,1,1
LOS ANGELES CO SD,SHO ON VEH/GIV PO FLS REG,M,18,0,6,12
LOS ANGELES CO SD,SOLICIT LEWD ACT,M,7,0,2,5
LOS ANGELES CO SD,STALKING,M,2,0,2,0
LOS ANGELES CO SD,SUPV/ETC PROSTITUTION,M,1,0,0,1
LOS ANGELES CO SD,SVP FAIL 90 DAY UPDATE,M,1,0,0,1
LOS ANGELES CO SD,TAKE BIKE W/OUT PERMISION,M,1,0,0,1
LOS ANGELES CO SD,TAKE VEH W/O OWNER CONSNT,M,4,0,0,4
LOS ANGELES CO SD,TAMPER WITH VEHICLE,M,3,0,1,2
LOS ANGELES CO SD,THEFT OF UTILITY SERVICES,M,2,0,2,0
LOS ANGELES CO SD,THEFT:FORGED ACCESS CARD,M,2,0,0,2
LOS ANGELES CO SD,THFT:USE ACCESS CARD DATA,M,3,0,1,2
LOS ANGELES CO SD,TRESP:INJURE/ETC FREEHOLD,M,1,0,1,0
LOS ANGELES CO SD,TRESPAS:DRIV ON PRIV PROP,M,1,0,0,1
LOS ANGELES CO SD,TRESPAS:RAIL TRANSIT PROP,M,1,0,0,1
LOS ANGELES CO SD,TRESPAS:REFUSE LEAVE PROP,M,16,0,3,13
LOS ANGELES CO SD,TRESPASS PUBLIC BUSINESS,M,10,0,0,10
LOS ANGELES CO SD,TRESPASS:INJURE PROPERTY,M,2,0,0,2
LOS ANGELES CO SD,TRESPASS:OCC PROP W/O CON,M,19,0,7,12
LOS ANGELES CO SD,TRESPASS:POSTED LAND/BLDG,M,3,0,1,2
LOS ANGELES CO SD,TRESPASS:RAILROAD PROPRTY,M,11,0,4,7
LOS ANGELES CO SD,TRESPASS:REF LV PUB BLG,M,2,0,0,2
LOS ANGELES CO SD,TRSPSS:PSTD LND:RFS TO LV,M,4,0,1,3
LOS ANGELES CO SD,UNAUTH COMMUN W/PRISONER,M,1,0,1,0
LOS ANGELES CO SD,UNAUTH NON-AG BURNING,M,1,0,0,1
LOS ANGELES CO SD,UNLAW STORE FIREWORKS,M,1,0,1,0
LOS ANGELES CO SD,UNLAWFL POSS/USE TEAR GAS,M,1,0,0,1
LOS ANGELES CO SD,UNLAWFUL USE/ETC:DRIV LIC,M,1,0,0,1
LOS ANGELES CO SD,UNREASONABLE NOISE,M,1,0,1,0
LOS ANGELES CO SD,URINATE/ETC:PUB TRANSIT,M,1,0,0,1
LOS ANGELES CO SD,USE ACC ACOUNT DATA:NO OK,M,3,0,0,3
LOS ANGELES CO SD,USE ID W/INT DEFRD:W/PC,M,1,0,0,1
LOS ANGELES CO SD,VANDALISM:DEFACE PROPERTY,M,1,0,1,0
LOS ANGELES CO SD,VANDALIZE PLAC OF WORSHIP,M,1,0,1,0
LOS ANGELES CO SD,VIO CIVIL RGHTS:FRCE/THRT,M,1,0,0,1
LOS ANGELES CO SD,VIO DOM VIO CRT ORD:P/INJ,M,3,0,1,2
LOS ANGELES CO SD,VIO ORD:PREVNT DOMES VIOL,M,105,0,32,73
LOS ANGELES CO SD,VIO PROT ORDER:DOMES:W/PR,M,1,0,0,1
LOS ANGELES CO SD,VIOL PROTECTIVE ORDER:MNR,M,46,0,14,32
LOS ANGELES CO SD,VIOLATION CUSTODY DECREE,M,1,0,0,1
LOS ANGELES CO SD,VISIT WHERE CNTL SUB USED,M,1,0,1,0
LOS ANGELES CO SD,WEAR/ETC ID/ETC:IMPERS PO,M,1,0,0,1
LOS ANGELES CO SD,WILFUL EXPOSR:DISEASE/ETC,M,1,0,0,1
LOS ANGELES CO SD,FAIL OBEY ORDER JUV COURT,X,3,1,1,1
LOS ANGELES CO SD,FAIL PROVIDE CDL/ID:AREST,X,10,0,3,7
LOS ANGELES CO SD,FAIL WRITEN PROMIS:ARREST,X,4,0,4,0
LOS ANGELES CO SD,PRCS VIOLATION,X,9,0,2,7
LOS ANGELES CO SD,PRCS:FLASH INCARCERATION,X,4,0,1,3
LOS ANGELES CO SD,PROB VIOL:REAREST/REVOKE,X,6,0,3,3
LOS ANGELES CO SD,PROB VIOL:REARREST/REVOKE,X,14,0,5,9
LOS ANGELES CO SD,PROBATION REVOKED/ETC,X,1,0,1,0
LOS ANGELES CO SD,VIOLATION OF PAROLE,X,3,0,0,3
LOS ANGELES CO SD,WARRANT:ABSENT WITNESS,X,2,0,1,1
LOS ANGELES CO SD,WARRANT:FTA VEH CODE VIOL,X,1,0,0,1
RIVERSIDE CO SO,BURGLARY,F,24,3,8,13
RIVERSIDE CO SO,ROBBERY:FIRST DEGREE,F,4,2,1,1
RIVERSIDE CO SO,ADW/FORCE:POSSIBLE GBI,F,1,1,0,0
RIVERSIDE CO SO,BATTERY,F,1,1,0,0
RIVERSIDE CO SO,POSS WEAPON AT SCHOOL,F,1,1,0,0
RIVERSIDE CO SO,ROBBERY,F,12,1,3,8
RIVERSIDE CO SO,THRTN CRIME:INT:TERRORIZE,F,9,1,2,6
RIVERSIDE CO SO,ACCESSORY,F,1,0,0,1
RIVERSIDE CO SO,ADW NOT FIREARM,F,27,0,11,16
RIVERSIDE CO SO,ADW TRANSP PRSNL/ETC,F,1,0,0,1
RIVERSIDE CO SO,APPROPR LOST PROP,F,1,0,1,0
RIVERSIDE CO SO,ASLT W/FIREARM ON PERSON,F,6,0,2,4
RIVERSIDE CO SO,ATT 496 PC:STOLEN PROP,F,16,0,4,12
RIVERSIDE CO SO,ATT RMV/ETC F/ARM:PO/ETC,F,1,0,0,1
RIVERSIDE CO SO,BATT W/SERIOUS BODILY INJ,F,1,0,0,1
RIVERSIDE CO SO,BURGLARY:FIRST DEGREE,F,5,0,2,3
RIVERSIDE CO SO,BURGLARY:SECOND DEGREE,F,3,0,1,2
RIVERSIDE CO SO,CARJACKING,F,2,0,0,2
RIVERSIDE CO SO,CARRY CON/DIRK OR DAGGER,F,6,0,1,5
RIVERSIDE CO SO,CARRY CONCEALED STLN WPN,F,1,0,0,1
RIVERSIDE CO SO,CCW IN VEHICLE:OCCUPANT,F,1,0,1,0
RIVERSIDE CO SO,CCW ON PERSON,F,2,0,1,1
RIVERSIDE CO SO,CHILD CRUELTY:POS INJ/DTH,F,6,0,1,5
RIVERSIDE CO SO,CONSPIRACY:COMMIT CRIME,F,4,0,3,1
RIVERSIDE CO SO,CONT SEX ABUSE OF CHILD,F,1,0,0,1
RIVERSIDE CO SO,CRPL INJ:SPOUS/COHAB/DATE,F,11,0,4,7
RIVERSIDE CO SO,CRRY LOAD F/ARM:PUB:S/CIR,F,1,0,1,0
RIVERSIDE CO SO,CRUELTY TO ANIMALS,F,1,0,1,0
RIVERSIDE CO SO,DUI .08 ALCOHOL:BODLY INJ,F,1,0,0,1
RIVERSIDE CO SO,DUI 0.08 W/PR:PER 23550VC,F,17,0,5,12
RIVERSIDE CO SO,DUI ALCOHOL:CAUSE BOD INJ,F,2,0,1,1
RIVERSIDE CO SO,DUI ALCOHOL/DRUG W/PRIORS,F,1,0,1,0
RIVERSIDE CO SO,DUI W/PRIORS:PER 23550 VC,F,1,0,1,0
RIVERSIDE CO SO,ELD/ETC THEFT BY CARETAKR,F,1,0,0,1
RIVERSIDE CO SO,EMBEZZLE RENTED VEHICLE,F,1,0,0,1
RIVERSIDE CO SO,EMBEZZLEMENT $400+,F,2,0,1,1
RIVERSIDE CO SO,EVADING PO:DISREGARD SFTY,F,1,0,1,0
RIVERSIDE CO SO,FAIL TO REG AS SEX OFFNDR,F,1,0,1,0
RIVERSIDE CO SO,FELON/ETC POSS/ETC F/ARM,F,5,0,0,5
RIVERSIDE CO SO,FORCE/ADW NOT FIREARM:GBI,F,2,0,1,1
RIVERSIDE CO SO,FORGERY,F,2,0,0,2
RIVERSIDE CO SO,GET CREDIT/ETC OTHER'S ID,F,1,0,0,1
RIVERSIDE CO SO,GRAND THEFT,F,13,0,3,10
RIVERSIDE CO SO,GRDTHFT:MONEY/LABOR/PROP,F,1,0,1,0
RIVERSIDE CO SO,HARM/DEATH:ELDER/DEP ADLT,F,1,0,0,1
RIVERSIDE CO SO,HIT AND RUN:DEATH/INJURY,F,1,0,1,0
RIVERSIDE CO SO,HIT AND RUN:INJURY,F,1,0,0,1
RIVERSIDE CO SO,IND EXP:ILL ENTR OCC DWEL,F,1,0,0,1
RIVERSIDE CO SO,INDECENT EXPOSURE,F,1,0,0,1
RIVERSIDE CO SO,INFLICT CRPL INJ SP/COHAB,F,73,0,22,51
RIVERSIDE CO SO,INSUFICENT FUND:CHECK/ETC,F,1,0,0,1
RIVERSIDE CO SO,KIDNAP:FORC/ETC:INTO CA,F,2,0,0,2
RIVERSIDE CO SO,KIDNAPPING,F,1,0,0,1
RIVERSIDE CO SO,L&L W/CHILD UNDER 14,F,4,0,1,3
RIVERSIDE CO SO,MAKE FICTITIOUS CHECK,F,3,0,0,3
RIVERSIDE CO SO,MAKE/ETC COUNTRFT PLT/ETC,F,1,0,0,1
RIVERSIDE CO SO,MAL SET/ETC FIRE PROP/ETC,F,1,0,0,1
RIVERSIDE CO SO,MFG/ETC CNTL SUB,F,1,0,0,1
RIVERSIDE CO SO,MFG/ETC LEADED CANE/ETC,F,1,0,1,0
RIVERSIDE CO SO,MFG/ETC LG CAPACITY MAG,F,1,0,1,0
RIVERSIDE CO SO,MFG/ETC UNCOVENTL PISTOL,F,2,0,1,1
RIVERSIDE CO SO,MFG/SALE/ETC METAL KNUCKL,F,3,0,2,1
RIVERSIDE CO SO,MFG/SALE/POSS ZIP GUN,F,1,0,0,1
RIVERSIDE CO SO,MFG/SELL/ETC ASSAULT WPN,F,1,0,1,0
RIVERSIDE CO SO,MFG/SELL/POS DANG WPN/ETC,F,2,0,1,1
RIVERSIDE CO SO,OBSTRUCT/RESIST EXEC OFF,F,3,0,0,3
RIVERSIDE CO SO,OWN/ETC CHOP SHOP,F,3,0,0,3
RIVERSIDE CO SO,PERSONATE TO POST BAIL,F,1,0,1,0
RIVERSIDE CO SO,POS/PUR F/SALE NARC/C/SUB,F,6,0,5,1
RIVERSIDE CO SO,POSS CNTL SUB FOR SALE,F,10,0,1,9
RIVERSIDE CO SO,POSS CNTL SUB IN PRISON,F,1,0,1,0
RIVERSIDE CO SO,POSS CNTL SUB WHILE ARMED,F,4,0,1,3
RIVERSIDE CO SO,POSS CONTROLLED SUBSTANCE,F,61,0,15,46
RIVERSIDE CO SO,POSS EXPLO:PRIV HABITATN,F,2,0,0,2
RIVERSIDE CO SO,POSS ID OF 10+ PRSN:WID,F,1,0,1,0
RIVERSIDE CO SO,POSS STOLEN VEH/VES/ETC,F,38,0,18,20
RIVERSIDE CO SO,POSSESS METHAQUALONE/ETC,F,2,0,1,1
RIVERSIDE CO SO,POSSESS NARCOTIC CNTL SUB,F,16,0,5,11
RIVERSIDE CO SO,PROHIB OWN/ETC AMMO/ETC,F,2,0,0,2
RIVERSIDE CO SO,PRVENT/DISUADE VIC/WITNES,F,1,0,0,1
RIVERSIDE CO SO,RAPE BY FORCE/FEAR/ETC,F,1,0,0,1
RIVERSIDE CO SO,RAPE:VICT INCPBL OF CNSNT,F,1,0,0,1
RIVERSIDE CO SO,REC KNWN STOLN PROP,F,14,0,8,6
RIVERSIDE CO SO,SEX PENETRATION:FORCE/ETC,F,1,0,0,1
RIVERSIDE CO SO,SHOOT:INHAB DWELL/VEH/ETC,F,1,0,1,0
RIVERSIDE CO SO,SHOPLIFTING,F,6,0,3,3
RIVERSIDE CO SO,SODOMY,F,1,0,0,1
RIVERSIDE CO SO,STALKING,F,2,0,0,2
RIVERSIDE CO SO,SUB ONE CHILD FOR ANOTHER,F,1,0,0,1
RIVERSIDE CO SO,SX OFF FAIL ANNUAL UPDATE,F,1,0,0,1
RIVERSIDE CO SO,TAKE ONCALL EMERG/ETC VEH,F,1,0,1,0
RIVERSIDE CO SO,TRANSP/ETC CNTL SUB,F,7,0,1,6
RIVERSIDE CO SO,TRANSP/SELL NARC/CNTL SUB,F,3,0,2,1
RIVERSIDE CO SO,UNLAWFL POSS/USE TEAR GAS,F,1,0,0,1
RIVERSIDE CO SO,USE ID W/INT DEFRD:W/PC,F,1,0,0,1
RIVERSIDE CO SO,VANDALISM $10000 OR MORE,F,3,0,0,3
RIVERSIDE CO SO,VANDALISM $400 OR MORE,F,8,0,4,4
RIVERSIDE CO SO,VANDALISM:DAMAGE PROPERTY,F,3,0,0,3
RIVERSIDE CO SO,VANDALISM:DEFACE PROPERTY,F,4,0,1,3
RIVERSIDE CO SO,VEHICLE THEFT,F,12,0,1,11
RIVERSIDE CO SO,VIOLATION OF PAROLE:FEL,F,10,0,1,9
RIVERSIDE CO SO,WIL DISCH F/ARM W/GRS NEG,F,2,0,2,0
RIVERSIDE CO SO,POSS MARIJUANA SCHL GRNDS,I,1,1,0,0
RIVERSIDE CO SO,BIKE HEADLIGHT/ETC VIOL,I,1,0,0,1
RIVERSIDE CO SO,DISPLAY LIC PLATES WRONG,I,3,0,2,1
RIVERSIDE CO SO,DRIVE 2WAY LEFT TURN LANE,I,1,0,1,0
RIVERSIDE CO SO,DRIVE TOO SLOWLY/ETC,I,1,0,0,1
RIVERSIDE CO SO,DRIVE WITHOUT LIGHTS:DARK,I,2,0,1,1
RIVERSIDE CO SO,DRIVER FAIL OBEY SIGN/ETC,I,1,0,1,0
RIVERSIDE CO SO,DUI W/PROB:23152/23153,I,5,0,1,4
RIVERSIDE CO SO,DUI:UNDR 21YR W/BA.01,I,1,0,1,0
RIVERSIDE CO SO,ELE BEACON/CONE PATTERN,I,1,0,0,1
RIVERSIDE CO SO,EXPIRED TABS/FAIL DISPLAY,I,1,0,0,1
RIVERSIDE CO SO,FAIL PROVE FIN RSP:PO REQ,I,1,0,0,1
RIVERSIDE CO SO,FAIL PROVIDE VEH REG:PO,I,1,0,0,1
RIVERSIDE CO SO,FAIL STOP LINE/ETC AT RED,I,2,0,2,0
RIVERSIDE CO SO,FAIL STOP VEH:XWALK/ETC,I,5,0,2,3
RIVERSIDE CO SO,FAIL TO OBEY TURN SIGNS,I,1,0,0,1
RIVERSIDE CO SO,HEADLAMP:OPR/AMT/SIZE:VIO,I,1,0,0,1
RIVERSIDE CO SO,JAYWALKING,I,1,0,1,0
RIVERSIDE CO SO,LITTER PUB/PRIVATE PROP,I,1,0,0,1
RIVERSIDE CO SO,LOUD/UNREASONABLE NOISE,I,1,0,0,1
RIVERSIDE CO SO,NO REG:VEH/TRAILER/ETC,I,7,0,2,5
RIVERSIDE CO SO,PED AGAINST RED LIGHT/ETC,I,1,0,1,0
RIVERSIDE CO SO,PED IN XWALK STOP/ETC VEH,I,1,0,0,1
RIVERSIDE CO SO,POSS OPEN ALCOHOL:PUBLIC,I,1,0,0,1
RIVERSIDE CO SO,SEATBELT VIOLATION,I,1,0,0,1
RIVERSIDE CO SO,TOSS/ETC MATTER:HWY/ETC,I,1,0,0,1
RIVERSIDE CO SO,UNSAF TURN &/OR NO SIGNAL,I,1,0,0,1
RIVERSIDE CO SO,UNSAFE LANE CHANGE/ETC,I,1,0,1,0
RIVERSIDE CO SO,UNSAFE SPEED:PREVAIL COND,I,30,0,12,18
RIVERSIDE CO SO,USE CELLPH W/DRIV W/O HFD,I,1,0,0,1
RIVERSIDE CO SO,VEH CROSS DBL SOLID LINE,I,2,0,1,1
RIVERSIDE CO SO,VEH FOLLOW TOO CLOSELY,I,2,0,1,1
