CDS Code,Offense Description,Offense Level
31026,SELL PUBLIC TRANS W/O LIC,M
54558,THROW OBJECT AT OCC/VESSL,M
54010,RECKLS/NEG WATERCRAFT USE,M
54151,RECK/NEG WATERCRAFT USE,I
42020,DUI:USE WATERCRAFT,M
42093,USE WATERCRAFT:BAC .08 +,M
42114,OPERATE REC VES:.04+,M
42078,ADDICT USE WATERCRAFT,M
42081,NEG USE WATERCRAFT UI:INJ,F
42115,NEG USE WATERCRAFT UI:INJ,M
54131,VESSEL EXCEED SPEED LIMIT,M
54650,VESSEL EXCEED SPEED LIMIT,I
54428,BUI:OPR VES/ETC -21,I
29155,NO PWC CUT OFF LANYARD,I
54068,FAIL RENDER ASSIST:VESSEL,M
54402,TOW SKI/ETC:NO OBSRVR 12+,M
54661,TOW SKI/ETC:NO OBSRVR 12+,I
54654,OPR VESSL TOW SKI:COLLISN,M
54653,WTR SKI ENDNGR LIFE/ETC,M
54481,OPR MTRBOAT W/O FLT DEVCE,I
54456,OPR MOTOR VES +15HP:-16YR,I
46013,AIDING IN MISDEMEANOR,M
8030,WARRANT OF ARREST:MINOR,X
53053,ATT CRIME/OFF PERPETRATED,X
54652,VESSEL STP:L/E ALONGSIDE,M
23097,PTHFT W/PR JAIL:SPEC OFNS,F
23159,PETYTHFT:PR JAIL:SPEC OFF,M
23197,PTYTHFT:PRJAIL3+ SPEC OFF,F
23198,PTYTHFT:PRJAIL3+ SPEC OFF,M
23213,PETY THFT:PR CONV SEX REG,F
23214,PETY THFT:PR CONV SEX REG,M
23205,PETTY THFT:W/PR VIOL CONV,F
23206,PETTY THFT:W/PR VIOL CONV,M
24061,VEH/ETC THEFT:SPEC PRIORS,F
66093,PR FELONY CONVICTION,X
66094,PRIOR FELON CONVICTION,X
66095,PRIOR FELONY CONVICTION,X
66042,PR PRIS:VIO FEL/ETC:TERM+,X
66040,PR PRIS:NEW VIO FEL:TERM+,X
66041,PR PRISON:NEW FEL:TERM +,X
66182,PR CONV:5YR ENH ECH P/CON,X
66183,PR CONV:10YR ENH ECH P/CO,X
66186,FEL SEX OFF:25 TO LIFE,X
66187,FEL SEX OFF:15 TO LIFE,X
66096,PRIOR PRISON:HS FELONY 2+,X
66189,P/CON:VIC O/65 U/14:1/ENH,X
66184,P/CON:VIC U/14 O/65:2/ENH,X
66080,CRUEL/ETC PUNISH/ETC CONF,M
26300,TRANSACT INS BUS W/O CERT,F
50168,FTA ON ORDER OF EXAM,M
35247,PRESCRIBE DRUGS IN EXCESS,M
53058,UNLAWFUL/RIOTOUS ASSEMBLY,M
31120,PSYCH/ETC SEXUALY EXPLOIT,M
31126,PSYC/ETC SEX EXPLOIT W/PR,F
54078,VEH/ETC FOR SALE/ETC:HWY,M
31119,OFR/ETC RFND/ETC F/REFERL,F
8023,MOD COURT ORD:COMMIT/PROB,X
8039,FL OBEY ORD JUV CRT:602WI,M
31207,MISREP INSURANCE POLICIES,M
53144,WEAR LE UNIFORM:PICKETING,M
26217,SECURITIES VIOLATION,F
49062,ESC/ATT ESC W/FORCE/ETC,F
49063,ESC/ATT ESC FROM CUSTODY,M
49064,ESC/ATT ESC W/FORCE/ETC,F
49065,ESC/ATT ESC AFTER ARREST,M
50032,FTA AFTER WRITTEN PROMISE,M
50129,FAILURE TO APPEAR WARRANT,X
66202,AG THFT 25LB FRUIT/VEG,I
49060,MINOR ATT ESC/ESC FAC,M
49061,MINOR ATT ESC/ESC W/FORCE,F
49094,MINOR ATT ESC/ESC W/FORCE,M
49087,ESC:MNR NOT RET:FURLO/ETC,M
49091,MNR REMOVE ELECT MONITOR,M
58012,BRNG/ETC C/SUB/ETC:J/HALL,F
58030,BRNG/ETC CNT SUB:JUV HALL,M
52263,USE TEAR GAS/WPN:HALL/ETC,F
58022,BRING/ETC ALC:JUV HAL/ETC,M
50130,FTA:WITNESS WARRANT,X
26617,RENT SKIMMING:MULTI ACTS,F
26618,RENT SKIMMING:MULTI ACTS,M
50033,GRAND JUROR FAILS TO ATTN,M
50034,GRAND JUROR DISCLOSE FACT,M
50113,GRAND JUROR DISCLS FACTS,M
50198,INTRPR GRND JUR DISCL FCT,M
66099,BENCH WARRANT:FTA:FELONY,F
66100,BENCH WARRANT:FTA:MISD,M
66101,BENCH WARRANT:FTA:MIS CHG,M
66102,BENCH WARRANT:FTA FEL CHG,F
58026,BRING/ETC C/SUB/ETC:CYA,F
58028,POSS/ETC C/SUB/ETC:CYA,M
48025,FELON ENTER CYA AT NIGHT,M
49078,ESCAPE:MENTAL FACILTY/ETC,F
49099,ESCAPE MENTAL HEALTH FAC,M
62140,UNLAWFUL TRANSFER LIC/TAG,M
62040,USE/POSS UNLAW FG LIC/ETC,M
62141,USE/POSS CNTERFEIT LIC,M
62139,ALTER/MUTILATE/ETC LICENS,M
62173,FALSE STATEMENT:OBTN LIC,M
62023,LICENSE NOT IN POSS/ETC,M
57041,DISCLOSE ADD/TEL BY ATTNY,M
26267,CONFLICT OF INTEREST,F
49066,AID ESCAPE FROM CYA,M
49067,AID ESCAPE FROM CYA,F
31168,EMPLR NOT GIV PAY/ETC INF,M
31064,EMPLOYER NOT KEEP EMP REC,M
50120,FTA AFTR RELEASE:BAIL/ETC,M
50121,FTA AFTER RELEAS:BAIL/ETC,F
31066,PAY LESS THAN MINMUM WAGE,M
31141,VIOL/ETC EMP WAGE/ETC LAW,M
50137,REAREST:ELEC MONITOR PROB,X
50037,PROB VIOL:REARREST/REVOKE,X
50126,PROB VIOL:REAREST/REVOKE,X
50135,PROBATION REVOKED/ETC,X
50189,PROB VIO:FLSH INCAR 10DAY,X
66018,JUDGEMENT IMPOSIMG FINE,X
66132,JUDGEMENT IMPOSING FINE,X
50080,CONTEMPT OF COURT,M
50092,CONTEMPT:DISOBEY ORD/ETC,M
50099,CONTEMPT:CHILD SUPORT/ETC,M
50128,CONTMPT WARNT:ATACH/COMIT,X
50131,FAIL APEAR/PAY FINE:CIVIL,X
50169,CONTEMPT OF COURT,M
50167,CONTMPT:DOMSTC VIOL:FIRST,M
50122,BAIL/ETC FAIL DEL DEFNDNT,M
31211,USE MINOR -16:PROHIB JOBS,M
31326,INFNT -1 MO ENTRTNMNT IND,M
50119,FTA:MISDEMEANOR CHARGE,M
50082,FTA ON FELONY CHARGE,F
50144,FTA ON FELONY CHARGE,M
50093,FTA ON FELONY CHARGE,F
50199,FTA AFTER BAIL ON FELONY,M
50079,FTA AS WITNESS,M
50149,FTA:SUBPOENA WIT:CONTEMPT,M
50190,WIT:ORDRD WRTTN UNDRTAKNG,M
50140,WIT FAIL COMPLY COURT ORD,X
31213,FALSE REPRESENT AS CNA,M
49081,ESC:MENTAL HEALTH FACILTY,M
66232,WILFUL VIOL OF KNOX-KEENE,M
66233,WILFUL VIOL OF KNOX-KEENE,F
62116,CA REG:FISH/ETC-LGL MN SZ,M
62179,CA REG:STEELHEAD:W/O CARD,M
62167,CA REG:SPORT FISHING VIOL,M
62082,CA REG:FISHING METHOD VIO,M
62151,CA REG:EXCEED BAG LIMIT,M
62113,CA REG:STRIPD BASS SZ VIO,M
62114,CA REG:STRPD BASS OVR LIM,M
62187,CA REG:STURGEON BAG LIMIT,M
62188,CA REG:STURGEON TAKING,M
62106,REG VIO:FISH/ETC SO CNTRL,M
62131,CA REG:SP FISH REG:CARSON,M
62132,CA REG:SP FISH REG:HEENAN,M
66134,CHG ENCRCHMNT W/O PERMIT,M
66135,SIGN ON HWY W/O PERMIT,M
31083,UNAUTH COMMUNITY CARE FAC,M
36188,REG SEX OFR FAIL DIS FACT,M
26365,FLS SEX ASLT:AIDS TST INF,M
66116,CONFINED UND GOVS WARRANT,X
49052,FUG JUST:WARRANT ARREST,F
49059,FUGITIVE FRM JUST:WAR ARR,F
49027,FUGITIVE AREST W/O WARANT,F
31089,UNAUTH ELDERLY FACILITY,M
32084,TRESPAS ECOLOGICAL RESERV,M
31092,UNAUTH CHILD CARE FAC,M
62174,UNLAW DIVERSION WATER FLO,M
62061,CHANG/ETC RIVR/ETC:UNAUTH,M
26298,ACT AS INS AGENT W/O LIC,M
26688,SELL/OFFER SALE DMV APPT,I
26614,ACCEPT INSTRMNT CONVEYANC,F
26400,DENTIST LIC/CERT/ETC VIOL,M
26570,PRACT DENTISTRY W/O LIC,M
23073,THEFT OF FUNDS BY BROKER,F
26288,FALSE USE DENTAL ASST LIC,M
8043,ESCAPE CUSTDY JUV FACILTY,X
50133,REVOKE/ETC PAROLE:CYA,X
8044,REVOKE/ETC PAROLE:CYA,X
49054,ATTEMPT/ESCAPE FROM CYA,F
49071,ATT/ESC/ETC CYA:FORCE/ETC,F
49079,ATT/ESC/ETC YA:NO FRC/ETC,F
13153,ASLT ON NON-PRISONER:GBI,F
13196,BATT/GASSING PO/ETC EMP,M
13197,BATT/GASSING PO/ETC EMP,F
31121,REC/ETC PART PAY:PUB WORK,F
31197,CHECK CASH BUS NO PERM:PR,M
31305,SCAN/SWIPE ID CARD UNAUTH,M
31271,OPERATE W/O BAIL LICENSE,F
26299,FURN BAIL BOND:PAY/ETC,F
26301,ADV BAIL BOND BUS W/O LIC,F
48097,GIV DMV REC:PO/ETC AD:INJ,F
50160,UNAUTH DISCLOSUR DMV INFO,M
50175,REFUSE WARNT ISSUED INSPC,M
31099,TRANSMISS MONEY ABRD VIOL,F
26323,MAKE FALSE WRK COMP CLAIM,F
26625,MAKE FALSE WRK COMP CLAIM,M
26302,FALSE DOCS F/COMPENSATION,F
26381,ASIST/ETC:UNLAW INS CLAIM,F
31125,FALSLY DISCRGE BENE CLAIM,F
21020,LOAN SHARKING,F
21021,LOAN SHARKING,M
50141,WARRANT:ABSENT WITNESS,X
62013,UNLAWFULLY TAKE BIRD/ETC,M
62192,POSS WILDLIFE ILLEGALLY,M
62006,POSS CREATURE ILLEGALLY,M
62008,HUNT W/ARTIFICIAL LIGHT,M
62007,LOADED RIFLE IN VEH,M
62022,UNLAWFUL SHOTGUN:HUNTING,M
62049,FAIL SHO GAME LIC/ETC:DEM,M
62019,UNAUTH HUNT:POSTED LAND,M
62136,UNLAW HUNT ON PRIV PROP,M
49068,MINOR ATT ESC/ESC FAC:DVI,F
49100,MINOR ESCAPE/ATTEMPT DVI,M
26157,PRACT MEDICINE W/O CERT,M
26576,PRACTICE MED/ETC W/O CERT,M
26577,PRACT MEDICINE W/O CERT,F
55086,UNAUTH MEDICAL PRACTICE,F
26297,ADV AS DR W/O VALID CERT,M
26226,FALSE STATMNT/ETC:BENEFIT,F
26284,FALS RPT/ETC:BENES O-O-ST,F
31101,FAIL TO FURNISH REPORT,F
26199,WITHHOLD INFO OBTAIN BENE,F
31102,FAIL TO PAY CONTRIBUTIONS,F
31107,EXEC OFF/ETC FAIL RPT/ETC,F
26208,FAIL PAY DEDUCT WITHHELD,F
26209,FAIL WITHHOLD DEDUCTIONS,F
26207,REP/ETC FAKE EMPLOYER/ETC,F
26364,FALSE CERT MED COND:BENES,F
26593,FRAUD STATMNT:BENES CLAIM,F
26368,FAIL TO FILE RETURN/ETC,M
26337,FRAUD:UNFILED TAX RET/ETC,F
26349,FAIL TO WITHHOLD/PAY TAX,M
62010,IMP/ETC WILD ANML:NO PERM,M
62036,IMP/ETC MAMMAL W/O PERMIT,M
26212,FAIL TO COLLECT/PAY TAX,F
26273,AID/ETC PREP/ETC FAKE DOC,F
31297,ENGAGE ACTVTY W/O LICENSE,F
35245,FURNISH DRUGS TO ADDICT,M
35313,PRESC DANG DRUG:INTERNET,M
26377,ALT/ETC CORP BK/ETC:DEFRD,F
44054,IMPERSONATE CHP OFFICER,I
62180,UNLAWFUL POSSESS CAULERPA,M
62026,UNDCLRD W/LIFE IMPORT/ETC,M
54118,VIOL EMERGE VEH PERMT REG,M
54621,TRANSPORT KITCHEN GREASE,M
54622,STEAL/ETC KITCHEN GREASE,M
54680,POSS OF INEDIBLE KTCH GRS,I
62042,ACT/ETC:FG GUIDE W/O LIC,M
31285,UNLAW SRVS/OPTOMTRY TRTMT,M
66117,PROCEEDINGS:PRISONER PROD,X
66118,PRISONER:MATERIAL WITNESS,X
56012,MISTREATMENT OF PRISONERS,M
56041,CHAIN/RESTRNT PRISNR NECK,M
26141,FALSIFY DRUG RECORD,M
48020,INTRFR WORK/DISCP:PRISNER,M
48075,INTRF/FRNSH DRUG/ETC:PRIS,F
48021,INTRFR W/WRK/DISCPLIN:CON,M
48076,INTRFR/FRNSH DRUG/ETC:CON,F
55183,PRACTICE NURSING W/O LIC,M
55165,USE NURS TITLE/ETC:NO LIC,M
55084,PROFESSIONAL PRACTICE VIO,M
48104,FAIL OBEY PO:INSPECTN ORD,M
48135,FAIL OBEY PO:LAWFUL ORDER,M
48102,EVADING PEACE OFFICER,M
48144,INTENT EVADE PO BICYCLE,M
48083,EVADING PO:DISREGARD SFTY,F
48101,EVADE PO:DISREGARD SAFETY,F
48128,DISREGARD SAFETY:EVADE PO,M
48081,EVADE PO:CAUSE SBI/DEATH,F
48139,EVADE PO:WRONG WAY DRIVER,F
48140,EVADE PO:WRONG WAY DRIVER,M
48105,FAIL OBEY FIRE DEPT PERSN,M
54119,VIOL LOAD/PERMIT REGS,M
31174,ILL SEL/ETC PRISN MFG ITM,M
54120,FAIL STOP:COMRCL VEH INSP,M
54381,FAIL OBEY SCH XING GUARD,I
54329,CROSS FLARE/CONE PATTERN,I
54569,ELE BEACON/CONE PATTERN,I
35238,DOCTOR USE CNTL SUB,M
44042,IMPERSONATE L.V.N.,M
36287,ORAL COP:USE FORCE/INJURY,F
36291,ORL COP:VIC KNOWS PERSON,F
55080,PRACTICE PSYCHOLGY:NO LIC,M
55081,PSYCHOLOGICAL ASSIST VIOL,M
26544,FORECLOSURE FRAUD,F
26616,FORECLOSURE FRAUD,M
31201,FORCLOSER INDUCE CONTRACT,F
31202,FORECLOSE:INDUCE CONTRACT,M
62100,HUNTING:BIRD/ETC AT NIGHT,M
50181,VIOLATION OF PAROLE,X
50182,FLASH INCARCERATION,X
62182,HUNTING WHILE INTOXICATED,M
49041,ESC:NARCOTIC COMMITMENT,F
62038,SHOOT BIRD/MAMAL:VEH/ETC,M
36293,SEX OFN WRK CHLD FACILITY,M
36327,SEX OFR WORK W/JUV WARD,M
62011,DISCHRG DEAD WPN/HNT BLDG,M
62068,CAPTURE/ETC SPEC WILDLIFE,M
62034,TAKE BIRD/ETC W/O LICENSE,M
9050,KILL/INJ PERSON W/HUNTING,F
36292,SEX REG REMOV GPS MONITOR,M
62046,HUNT:SALE/ETC CA BIRD/ETC,M
31208,PRACTICE OPTOMETRY:NO REG,M
50075,VIOLATION OF PAROLE:FEL,F
50139,SUSPEND/REVOKE PAROLE,X
26567,OBT POSS VEH/ETC:FRAUD/ET,M
50138,PAROLE VIOLATION/REARREST,X
62158,TAXIDERMIST:FAIL KEEP REC,M
26550,FALSE DATA:OPTOMETRY CERT,M
31140,OFR/ETC REF:CLIENT REFERL,F
26278,BANK EMP/ETC OMIT ENTRIES,F
27052,MISAPPLY BANK ASSETS,F
50178,PRCS:FLASH INCARCERATION,X
50176,PRCS VIOLATION,X
62103,BIRD-PREY/EGG/ETC:POS/ETC,M
62044,SELL/ETC DOMEST GAME BIRD,M
62096,PROTECTD BIRD/ETC NO PERM,M
62202,POSS MIGRATORY NONGM BIRD,M
27055,MISAPP/ETC OF CORP ASSETS,F
31237,EMPLR FAIL POST NTC INSUR,M
4044,FED REG:VIOLATE A CLOSURE,M
4018,FR:POSS/ETC:ARCH RESOURCE,M
62154,FR:CAMP O/SIDE DES AREA,M
62162,FR:LV EQUIP/REFUSE SITE,M
62163,FED REG:FAIL OBT CMP PERM,M
4071,FR:UNREASONABLE NOISE,M
62155,FR:FIRE UNDESIGNATED AREA,M
4034,FR:IMPROP DISPOSL/REFUSE,M
4035,FR:IMPROP DISPL/HUMAN WST,M
4058,FR:DEL/RETRIEVE BY AIR,M
62170,FED REG:POSSESS WILDLIFE,M
4052,FR:FAIL TURN IN FND PROP,M
4061,FR:NON PAYMENT OF FEES,M
27065,FR:NONPAYMENT FOR SERVICE,M
27056,FEDERAL REGULATION:THEFT,M
4020,FR:OBT PROP/ETC BY FRAUD,M
23164,FED REG:THEFT:SHOPLIFTING,M
4021,FR:POSS KNOW STOLEN PROP,M
4022,FR:TRESP:ENTER/ETC PROP,M
4045,FR:TAMPER WITH PROPERTY,M
4031,FR:VANDLSM DESTROY PROP,M
66082,FR:MEDDLE/ETC:GOV AGT/ETC,M
4023,FR:VIOLATE LAWFUL ORDER,M
4024,FR:FALSE INFO/AUTH PERSON,M
53111,FR:DIS CONDUCT:FIGHT/ETC,M
53141,FR:DIS CONDUCT:OBSCN LANG,M
53140,FR:CREATE HAZARDOUS COND,M
41066,FR:POSS ALCOHOL UNDER 21,M
4047,FR:VIOLATION OF A CLOSURE,M
35391,FR:POSS CNTL SUBS:PARKS,M
35301,FR:UI ALC/CNTL SUB:PARK,M
4038,FR:POSS WPN/TRAP/NET,M
4041,FR:USE WPN/TRAP/NET,M
4019,FR:POSS/ETC WPN/TRAP/ETC,M
4036,FR:RESIDING ON FED LAND,M
4025,FR:OPR VESSEL:UND INF D/A,M
4068,FR:OPR VEH PROHIBITD AREA,M
4032,FR:TRAFFIC CNTL DEVCE VIO,M
4033,FR:O/CONTAINER ALC IN MV,M
54576,FR:FAIL WEAR SEAT BEAT,M
4042,FR:OPR VEH EXCESS SPEED,M
4049,FR:DRIVE WITHOUT DUE CARE,M
4037,FR:UNSAFE CNTL MOTOR VEH,M
4053,FR:PASSENGER IN BED TRUCK,M
4026,FR:OPR VEHICLE UNDER INF,M
4027,FR:DUI:BLOOD/ETC ALC.08,M
4028,FR:DUI:REFUSE TEST,M
4043,FR:OPR BIKE W/OUT LIGHT,M
4051,FR:OPR BIKE UND INF ALC,M
54596,FR:TOW/MOVE VEH:FAIL REPT,M
4029,FR:UNLAWFUL PROSPECTING,M
4072,FR:COMMERC VEH PROHIBITED,M
66083,FR:ILUSE POWERLESS FLIGHT,M
62193,TAK UPLAND BIRD W/O STAMP,M
62150,NO STATE DUCK STAMP,M
31059,FAIL SECURE COMP PAYMENT,M
31061,FAIL OBSERVE STOP ORDER,M
62115,TK NONGAME BIRD:W/EXCPTNS,M
62063,TAKE/POS NONGAME BIRD:HRS,M
62031,POSS SKIN OF NONGAME BIRD,M
54099,NO REG:VEH/TRAILER/ETC,I
54657,NO REG:VEH/TRAILER/ETC,I
54359,REG/ETC:SMOG CERTS VIOL,I
54412,O-O-S VEH:NO REG/SMOG CRT,I
54473,UNREG CA BASED VEHICLE,I
54666,UNREG COMM MTR VEH 10000+,I
62200,TRAP FUR MAMMAL REC/COMRC,M
62201,UNLAWFUL TRAPPING,M
54172,FOREIGN COM VEH:NO PERMIT,I
49009,ESCAPE:HOSPITAL PRISONER,M
49058,PRSNR ESC HOSP W/VIOL/ETC,F
50095,WORK RELEASE PROGRAM VIOL,M
56042,BOD CAVITY/ETC SEARCH VIO,M
57036,BOD CAVITY/ETC SEARCH VIO,M
57058,MINOR;BODY CVTY SRCH VIOL,M
56043,MNR BODY CAVITY SRCH VIOL,M
35355,UNREG MFG/ETC PRESC/ETC,M
35361,GIV DANG DRUG/ETC:NO PRSC,M
35363,POS CNTL SUB:W/O PRESCRIP,M
35396,POSS CONTL SUB:W/O PRESCP,F
35362,UNAUTH RFIL DANG DRUG/ETC,M
35416,RX W/O LABEL ON CONTAINER,M
31238,UNLICENSED PHARMACY,M
13056,BATTERY NONINMATE BY INMT,F
50179,DELVR PROHIB ITEM:PATIENT,M
35358,POS/ETC HYPO NEEDL/SYRNGE,M
35356,UNLIC SELL/ETC NEEDL/ETC,M
35357,SEL HYPO/SYRINGE NO PRESC,M
55282,CONFISCT NDL/SYR O/S PREM,M
35379,UNLIC NONRES DIST NDL/ETC,M
62199,TRAP FUR NONGM MAMMAL REC,M
54206,FAIL REG FOREIGN VEH:CA,I
54207,FAIL NOTIFY DMV:ADD CHG,I
54323,FAIL CHANGE ADD ON REG,I
35381,FURN DANGERUS DRUG/DEVICE,M
53071,SCALPING,M
62037,WASTE GAME MAMMAL FLESH,M
66229,KNWGLY VIOL PHARMACY PROV,M
26398,FALSE REP REG PHARMACY,M
35369,FALSE REP:DR/ETC:OBT DRUG,M
35366,FORGE/ETC PRESCRIPTION,F
35389,FORGE/ETC PRESCRIPTIONS,M
35368,GET DRUG BY FORGED PRESC,F
35388,GET DRUG BY FORGED PRESC,M
35367,UNAUTH PRESCRIPTION BLANK,M
35359,OBT HYPO NDL/SRYNGE:FRAUD,M
35360,MISUSE HYPO NEEDL/SYRINGE,M
31209,SELL/ETC DRUGS:UNDER INFL,M
26399,MAN/ETC PHARM/ETC NO REG,M
62059,TAKE DEER W/O LICENSE,M
35407,OWNER:NON-PHARM DISP PRSC,M
31183,UNAUTH GIVE DANG DEV/ETC,M
35364,DANG DRUG/ETC RECORD VIOL,M
62048,POSSESS UNTAGGED DEER,M
35365,DANG DRUG:USE MNR:AGENT,F
62107,DEER TAG NOT COUNTERSIGND,M
20058,BURN LAND OF ANOTHER,M
20037,ALLOW FIRE:ESCAPE/SPREAD,M
55233,BURN W/O PERMIT,M
20062,NEG:MAINT/OPR:CAUSE FIRE,M
54208,NO REGISTRATION IN VEH,I
54227,LOST/ETC DMV REG/ETC VIOL,I
26545,IMPROP USE/ETC REG:UNAUTH,M
26510,LOAN DISABL PLACRD:UNAUTH,M
26511,DISPLY UNAUTH DISABL PLAC,M
26634,USE VEH DISABL PLATE:PRKG,M
54148,FAIL PROVIDE VEH REG:PO,I
25063,SHO ON VEH/GIV PO FLS DOC,I
54419,UNLAWF POSS VEH REG/ETC,M
25065,SHO ON VEH/GIV PO FLS REG,M
25053,FORGE/ALTER VEH REG/ETC,F
25098,FORGE/ALTER VEH REG/ETC,M
25056,UTER/ETC FAKE VEH REG/ETC,F
25099,UTER/ETC FAKE VEH REG/ETC,M
25079,FORGE/ETC DISABLD PLACARD,M
26512,PASS/ETC FAKE DISABL PLAC,M
26513,FRAUD:POS/ETC DISABL PLAC,M
26514,SHO/ETC DISABL PLAC:FRAUD,M
25106,FORGE/ETC CLEAN AIR STKER,I
25107,PASS FALSE CLEAN AIR STKR,I
25108,POS/ETC FLSE CLN AIR STKR,I
25109,POS GENUINE CLN AIR STKR,I
25080,MFG/ETC FAK/ETC LIC PLATE,M
54338,DISPLAY ALTERED LIC PLATE,I
13036,ASSAULT BY LIFE PRISONER,F
62087,TAKE MARINE MAMMAL VIOL,M
13037,ADW BY PRISONER,F
13229,ASSLT W/FRC GBI BY PRISNR,F
13190,AGG BAT:GASSING BY PRISNR,F
13230,BATTERY BY GASSING ON PO,M
13038,BATTERY BY PRISONER,F
52231,PRISONER POSSESS WEAPON,F
52283,PRISONER MFG WEAPON/ETC,F
10009,CONFINED PRSN HOLD HOSTGE,F
49011,PRISONER ESCAPE W/FORCE,F
49012,PRISONER ESCAPE W/O FORCE,F
49023,FAIL TO RETRN TO CONFNMNT,F
49051,FAIL RET CNFMNT:TEMP RELS,F
49083,ESC JAIL/ETC:CHRG/ETC:MIS,F
49098,ESC JAIL/ETC:MIS W/O FRCE,M
49084,ESC:CHG/ETC:MISD:FRC/VIOL,F
49085,ESC JAIL/ETC:CHRG/ETC:FEL,F
49089,ESCAPE:FELONY CHG PENDING,M
49086,ESC:CHG/ETC:FEL:FORCE/VI0,F
49101,ESCAPE/ATT FELON FRC/VIOL,M
49102,INMATE 1170.05 ESCAPE,M
49092,ESC:FAIL RET JAIL:WRK/ETC,M
49093,ESC:NOT RET JAIL:WORK/ETC,F
49017,GUARD AID ESCAPE,F
49018,ANY PERSON AID ESCAPE,F
49019,FURNISH ESCAPE EQUIPMENT,F
49057,MDSO ESCAPE:MEN HLTH FAC,F
49103,MDSO ESCAPE:MNTL HLTH FAC,M
49104,RESCUE/ATT NONCAP PRISONR,M
49029,AID RESCUE OF PRISONER,F
49030,AID RESCUE OF PRISONER,F
48022,UNAUTH COMMUN W/PRISONER,M
48047,UNAUTH COMUN WITH PRISNER,M
44019,FALSE ID ENTER JAIL,M
32044,FELON ON PRISON GROUNDS,F
58023,BRING CNTL SUB/ETC JAIL,F
58024,BRING ALC/DRUGS IN PRISON,F
35286,POSS CNTL SUB IN PRISON,F
35287,POSS DRUGS/ETC IN PRISON,F
35288,SELL CNTL SUB:PRSN CUSTDY,F
52143,BRING WEAPON INTO PRISON,F
52156,SEND WEAPON INTO PRISON,F
52157,SEND WEAPON INTO PRISON,M
50161,BRING CELL PH INTO JAIL,M
50162,INMATE POSSESS TOBACCO,I
50163,INMATE POSSES HANDCUF KEY,M
50180,DELIVER CELLPHONE:INMATE,M
50191,OP UNMANNED AIR PRISON,I
29131,DAMAGE JAIL/PRISON/ETC,M
29132,DAMAGE JAIL/PRISON/ETC,F
62045,FAIL TO TAG/ETC WILD PIG,M
62133,TAKE BEAR W/O LICENSE,M
62104,BEAR:TAGS/POSS VIOL,M
62057,SELL/ETC BEAR MEAT/ETC,M
62075,INJURE/POS/ETC MOUNTNLION,M
31214,VET MED W/O VALID LICENSE,I
31215,VET MED W/O VALID LICENSE,M
31303,PERF ANIMAL H/CARE WO LIC,M
31206,ACUPUNCTURE W/O LICENSE,M
62165,TAKE/SELL/POSSES TORTOISE,M
66231,SMOKE ON STATE BEACH/PARK,I
54474,IDENT PLATE DISPLAY VIOL,I
54540,IDENTIFICATION PLATE VIOL,I
31115,PRACT PUB ACCT W/O PERMIT,M
23130,POSS/ETC NAT AMER ART/ETC,F
54644,DISPLAY LIC PLATES WRONG,I
54645,DISPLY ONE LIC PLATE WRNG,I
54209,LICENS PLATE POSITION VIO,I
54234,LICENS PLATE POSITION VIO,I
54688,TEMP LIC PLATE NOT RPLCED,I
54723,OBSTRUCT OF LIC PLATE,I
54541,LIC PLATE:LVSTCK TRLR VIO,I
54211,LICENSE PLATE DISPLAY VIO,I
54168,EXPIRED TABS/FAIL DISPLAY,I
31156,OPR CHRTR CARIER W/O PRMT,M
31282,OPR CARRIER W/SUSP PERMIT,M
31157,FAIL DISPL CLASS ID:CHRTR,M
54638,OPERAT LIMO W/O XTRA EXIT,M
31268,CHRTR-PRTY CARIER EMP VIO,M
55095,DISCHARGE WASTE ILLEGALLY,M
31269,CHRTR-PRTY CRR:NO DSP SYM,M
31270,NON CHRTR-PRTY CARIER VIO,M
62143,TAKE FULLY PROTECTED FISH,M
62142,TAKE ABALONE:MORATORIUM,M
62089,ABALONE:RESTRICT:COMMERCL,M
31225,PRACT ARCHITECT W/O LIC,M
31226,USE STAMP IMPLY LIC ARCHT,M
31227,FALSE ADV REG BLDG DESGNR,M
55141,POLUT WATER:PETROLEUM/ETC,M
62175,DEP REFUSE/LIME/SLAG IN W,M
62194,DEPT HAZ MAT TO WILDLIFE,M
55093,PUT POLLUTANT NEAR WATERS,M
54391,OWN FAIL GIV/ETC CERT/REG,I
54392,DLR FAIL GIV/ETC CERT/REG,M
54483,FAIL NOTE DMV:VEH SEL/ETC,I
62176,IMPEDING FISH PASSAGE,M
54401,DLR/ETC FAIL NOTE TRANSF,M
54016,FAIL NOTE DMV:OWN TRANSFR,I
31076,BUSINESS W/O SALES PERMIT,M
31158,PRACTICE LAW W/O LICENSE,M
31143,UNAUTH ADV/PRACTICE LAW,M
31106,AD/PRACTCE LAW:SUSPENSION,F
31233,ATTORNEY WIT DECEIVE CRT,M
31234,ATTNY WILFULY DELAY SUIT,M
31235,WILFUL REC UNANSWER MONEY,M
31265,SOLICIT BUSN FOR ATTNY,M
31266,SOLICIT PERSON TO BE RUNR,M
26143,CRT OFCR ALT/ETC REC/ETC,F
26130,DESTROY PUBLIC RECORD,F
26282,MAKE/ETC FALSE CERT/ETC,M
66108,WORK FURLOW HOLD/ETC:CDC,X
